workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response
5,"""puctor""","""recure""",20,740,"""Few""",998,true
5,"""hadder""","""ollidy""",93,839,"""Many""",1537,true
5,"""devole""","""sholly""",35,987,"""Most""",1808,false
5,"""bemble""","""squank""",30,899,"""Fewer than half""",1469,true
5,"""schook""","""jabant""",91,756,"""Few""",1359,false
5,"""puctor""","""recure""",77,516,"""Many""",5423,true
5,"""monter""","""melelt""",69,620,"""More than half""",4293,true
5,"""sporer""","""firtly""",31,559,"""Most""",1076,false
5,"""chulks""","""vulhor""",93,805,"""Many""",941,true
5,"""mecket""","""plumry""",89,641,"""Few""",1299,false
5,"""spunge""","""wenple""",78,515,"""More than half""",887,true
5,"""clidge""","""hensly""",30,837,"""Few""",755,true
5,"""dorder""","""coggon""",62,638,"""Many""",928,true
5,"""bemble""","""squank""",41,772,"""More than half""",1601,false
5,"""bameta""","""unzast""",44,1086,"""Most""",1844,false
5,"""hadder""","""ollidy""",86,696,"""Few""",1238,false
5,"""werner""","""hurmer""",7,1036,"""Few""",938,true
5,"""boddle""","""molill""",29,673,"""More than half""",1042,false
5,"""ingell""","""nalill""",84,640,"""Fewer than half""",1655,false
5,"""monter""","""melelt""",48,1100,"""Few""",1022,false
5,"""beckel""","""racual""",18,509,"""Few""",1165,true
5,"""chevel""","""podden""",33,682,"""More than half""",973,false
5,"""ancits""","""smeath""",63,526,"""Most""",798,true
5,"""jallem""","""sildal""",42,815,"""Many""",3716,false
5,"""awplor""","""fasees""",44,711,"""More than half""",2527,false
5,"""jallem""","""sildal""",82,650,"""Fewer than half""",1185,false
5,"""shamer""","""bloifs""",91,832,"""More than half""",1105,true
5,"""chulks""","""vulhor""",88,673,"""Few""",1482,false
5,"""ingell""","""nalill""",49,728,"""Most""",1292,false
5,"""cather""","""funder""",41,719,"""Many""",1239,true
5,"""jallem""","""sildal""",62,630,"""Few""",1107,false
5,"""chulks""","""vulhor""",56,653,"""More than half""",1086,true
5,"""menner""","""nandow""",19,674,"""Most""",870,false
5,"""middor""","""drooty""",91,903,"""Many""",811,true
5,"""pengyl""","""sedest""",73,1257,"""Most""",1699,true
5,"""zetten""","""unfobs""",33,905,"""Few""",768,true
5,"""monter""","""melelt""",51,804,"""Most""",1039,false
5,"""ingell""","""nalill""",32,1003,"""More than half""",747,false
5,"""shrile""","""athoid""",22,971,"""Many""",254,false
5,"""raster""","""movell""",5,643,"""Many""",601,false
5,"""birler""","""enciad""",90,476,"""Many""",703,true
5,"""beckel""","""racual""",53,492,"""More than half""",546,true
5,"""bameta""","""unzast""",48,606,"""More than half""",446,false
5,"""chadop""","""shaple""",62,530,"""More than half""",716,true
5,"""puggle""","""entand""",49,1037,"""Fewer than half""",169,false
5,"""kustle""","""reshix""",9,669,"""Many""",177,false
5,"""tecker""","""biller""",19,828,"""More than half""",883,false
5,"""chadop""","""shaple""",77,540,"""Many""",1270,true
5,"""werner""","""hurmer""",28,889,"""Fewer than half""",873,true
5,"""bemble""","""squank""",40,710,"""Most""",1045,false
5,"""cather""","""funder""",79,638,"""Few""",2937,false
5,"""cosutz""","""spover""",83,765,"""More than half""",1873,true
5,"""fleeve""","""scalfs""",84,678,"""Fewer than half""",882,false
5,"""pobbit""","""spippy""",1,578,"""More than half""",927,false
5,"""werner""","""hurmer""",98,551,"""Most""",744,true
5,"""clidge""","""hensly""",81,585,"""Many""",844,true
5,"""russer""","""huttle""",64,580,"""Few""",757,false
5,"""russer""","""huttle""",14,587,"""More than half""",700,false
5,"""coppar""","""hunene""",43,580,"""Many""",837,false
5,"""strant""","""potind""",52,463,"""More than half""",1005,true
5,"""pirter""","""secent""",84,439,"""Many""",732,true
5,"""padnet""","""fanely""",5,7322,"""Fewer than half""",1037,true
5,"""birler""","""enciad""",79,649,"""Fewer than half""",1966,false
5,"""awplor""","""fasees""",21,707,"""Many""",1110,false
5,"""puctor""","""recure""",1,647,"""Most""",660,false
5,"""mecket""","""plumry""",89,500,"""Most""",771,true
5,"""gukbar""","""soarse""",5,1372,"""Many""",738,false
5,"""strant""","""potind""",91,636,"""Few""",767,false
5,"""menner""","""nandow""",44,854,"""Many""",715,false
5,"""shrile""","""athoid""",53,946,"""Fewer than half""",1451,false
5,"""umpond""","""marire""",2,3475,"""Fewer than half""",1062,true
5,"""bameta""","""unzast""",20,567,"""Few""",1721,true
5,"""clidge""","""hensly""",55,1493,"""Most""",786,false
5,"""boddle""","""molill""",14,1493,"""Most""",1423,false
5,"""bemble""","""squank""",93,475,"""Many""",981,true
5,"""devole""","""sholly""",84,593,"""Many""",689,true
5,"""puggle""","""entand""",20,1233,"""Few""",819,true
5,"""kustle""","""reshix""",95,563,"""Most""",732,true
5,"""chevel""","""podden""",86,609,"""Fewer than half""",872,false
5,"""pliper""","""sesare""",40,3440,"""Few""",710,true
5,"""pliper""","""sesare""",34,632,"""Most""",666,false
5,"""awplor""","""fasees""",34,916,"""Fewer than half""",831,true
5,"""russer""","""huttle""",6,646,"""Fewer than half""",814,true
5,"""cather""","""funder""",4,801,"""Most""",621,false
5,"""birler""","""enciad""",28,848,"""Few""",532,true
5,"""chadop""","""shaple""",79,623,"""Fewer than half""",837,false
5,"""pluset""","""stubad""",62,1160,"""Many""",645,true
5,"""middor""","""drooty""",93,903,"""More than half""",1049,true
5,"""spunge""","""wenple""",40,568,"""Fewer than half""",994,true
5,"""menner""","""nandow""",62,551,"""Fewer than half""",904,false
5,"""pengyl""","""sedest""",86,449,"""More than half""",803,true
5,"""cosutz""","""spover""",25,516,"""Few""",887,true
5,"""pluset""","""stubad""",39,795,"""More than half""",862,false
5,"""tecker""","""biller""",75,505,"""Many""",493,true
5,"""pirter""","""secent""",34,678,"""More than half""",818,false
5,"""sporer""","""firtly""",82,725,"""Fewer than half""",210,false
5,"""coamin""","""mucond""",15,561,"""Few""",1356,true
5,"""chevel""","""podden""",52,732,"""Few""",762,false
5,"""bemble""","""squank""",25,625,"""Few""",1004,true
5,"""beckel""","""racual""",30,852,"""Fewer than half""",865,true
5,"""umpond""","""marire""",24,609,"""More than half""",828,false
5,"""bameta""","""unzast""",22,485,"""Fewer than half""",785,true
5,"""cosutz""","""spover""",56,1196,"""Most""",877,false
5,"""chulks""","""vulhor""",76,736,"""Fewer than half""",1486,false
5,"""schook""","""jabant""",69,794,"""Many""",5385,true
5,"""pengyl""","""sedest""",54,703,"""Few""",906,false
5,"""tecker""","""biller""",45,805,"""Most""",806,false
5,"""tecker""","""biller""",70,621,"""Fewer than half""",972,false
5,"""padnet""","""fanely""",78,804,"""Few""",1249,false
5,"""tiklet""","""hullaw""",85,592,"""Many""",1150,true
5,"""tecker""","""biller""",29,657,"""Few""",785,true
5,"""shurry""","""preser""",95,558,"""Fewer than half""",1310,false
5,"""hadder""","""ollidy""",82,763,"""More than half""",668,true
5,"""spunge""","""wenple""",41,4066,"""Many""",621,true
5,"""raster""","""movell""",17,554,"""Most""",855,false
5,"""pliper""","""sesare""",60,666,"""Many""",731,true
5,"""puggle""","""entand""",90,578,"""Most""",896,true
5,"""isbant""","""unairs""",46,609,"""More than half""",635,false
5,"""coamin""","""mucond""",62,600,"""Fewer than half""",431,false
5,"""cosutz""","""spover""",79,498,"""Many""",723,true
5,"""boddle""","""molill""",2,683,"""Fewer than half""",899,true
5,"""shamer""","""bloifs""",13,730,"""Many""",836,false
5,"""fleeve""","""scalfs""",70,6041,"""Most""",873,true
5,"""hadder""","""ollidy""",71,940,"""Fewer than half""",766,false
5,"""shurry""","""preser""",61,463,"""More than half""",654,true
5,"""coamin""","""mucond""",46,1784,"""Many""",626,true
5,"""ingell""","""nalill""",47,643,"""Few""",1057,false
5,"""bameta""","""unzast""",15,769,"""Many""",709,false
5,"""chulks""","""vulhor""",58,831,"""Most""",568,false
5,"""beckel""","""racual""",75,601,"""Many""",635,true
5,"""menner""","""nandow""",25,632,"""More than half""",798,false
5,"""russer""","""huttle""",47,614,"""Most""",551,false
5,"""umpond""","""marire""",24,1478,"""Many""",800,false
5,"""birler""","""enciad""",13,534,"""Most""",750,false
5,"""chevel""","""podden""",13,603,"""Many""",702,false
5,"""ancits""","""smeath""",58,456,"""More than half""",884,true
5,"""shrile""","""athoid""",60,679,"""Few""",630,false
5,"""pluset""","""stubad""",30,468,"""Fewer than half""",864,true
5,"""tiklet""","""hullaw""",54,759,"""Most""",840,false
5,"""shamer""","""bloifs""",4,535,"""Few""",971,true
5,"""dorder""","""coggon""",3,551,"""Most""",739,false
5,"""pobbit""","""spippy""",6,591,"""Fewer than half""",900,true
5,"""schook""","""jabant""",66,457,"""More than half""",802,true
5,"""raster""","""movell""",35,687,"""More than half""",838,false
5,"""padnet""","""fanely""",61,795,"""Many""",692,true
5,"""awplor""","""fasees""",30,889,"""Few""",840,true
5,"""cather""","""funder""",47,556,"""More than half""",879,false
5,"""ingell""","""nalill""",11,720,"""Many""",1608,false
5,"""pobbit""","""spippy""",29,553,"""Most""",972,false
5,"""puctor""","""recure""",22,604,"""More than half""",809,false
5,"""russer""","""huttle""",84,570,"""Many""",863,true
5,"""werner""","""hurmer""",68,587,"""Many""",811,true
5,"""tiklet""","""hullaw""",5,526,"""Few""",705,true
5,"""coamin""","""mucond""",94,570,"""Most""",1028,true
5,"""gukbar""","""soarse""",4,551,"""Fewer than half""",822,true
5,"""coppar""","""hunene""",45,1321,"""More than half""",879,false
5,"""hadder""","""ollidy""",68,7817,"""Most""",646,true
5,"""umpond""","""marire""",39,530,"""Few""",1073,false
5,"""monter""","""melelt""",68,521,"""Many""",1443,true
5,"""pirter""","""secent""",18,758,"""Few""",894,true
5,"""pliper""","""sesare""",58,591,"""Fewer than half""",829,false
5,"""gukbar""","""soarse""",3,636,"""Few""",785,true
5,"""jallem""","""sildal""",17,611,"""More than half""",741,false
5,"""dorder""","""coggon""",12,759,"""Fewer than half""",798,true
5,"""chadop""","""shaple""",65,1334,"""Most""",844,false
5,"""sporer""","""firtly""",3,518,"""Few""",805,true
5,"""clidge""","""hensly""",34,525,"""Fewer than half""",775,true
5,"""ancits""","""smeath""",72,543,"""Fewer than half""",698,false
5,"""dorder""","""coggon""",9,548,"""More than half""",667,false
5,"""chadop""","""shaple""",47,914,"""Few""",822,false
5,"""schook""","""jabant""",79,575,"""Most""",750,true
5,"""ancits""","""smeath""",16,833,"""Many""",867,false
5,"""beckel""","""racual""",66,4432,"""Most""",734,true
5,"""zetten""","""unfobs""",56,628,"""Fewer than half""",801,false
5,"""cosutz""","""spover""",2,548,"""Fewer than half""",752,true
5,"""mecket""","""plumry""",2,619,"""Many""",694,false
5,"""devole""","""sholly""",47,719,"""Few""",781,false
6,"""glerb""","""fizzda""",20,3100,"""All""",5320,false
6,"""thonk""","""krangly""",82,6511,"""Some""",1627,true
6,"""slarm""","""briddle""",11,2239,"""None""",1584,false
6,"""klong""","""nooty""",62,6316,"""All""",1136,false
6,"""dring""","""larfy""",28,2672,"""None""",1084,false
6,"""floom""","""plerful""",92,1894,"""Some""",503,false
6,"""blek""","""orkital""",54,1575,"""None""",184,false
6,"""tenk""","""glurgy""",8,2160,"""All""",1367,false
6,"""bemble""","""squank""",91,2808,"""Fewer than half""",4662,false
6,"""devole""","""sholly""",26,3360,"""Many""",1949,false
6,"""clidge""","""hensly""",44,2627,"""Fewer than half""",2807,true
6,"""isbant""","""unairs""",96,1832,"""Most""",1112,true
6,"""sporer""","""firtly""",82,1472,"""Most""",1132,true
6,"""pirter""","""secent""",92,2736,"""Most""",1080,true
6,"""russer""","""huttle""",23,2188,"""Fewer than half""",1833,true
6,"""birler""","""enciad""",85,1032,"""Few""",1649,false
6,"""coamin""","""mucond""",46,1624,"""Few""",184,false
6,"""awplor""","""fasees""",69,1704,"""Many""",1567,true
6,"""menner""","""nandow""",7,1144,"""Many""",2535,false
6,"""ingell""","""nalill""",2,4688,"""Fewer than half""",2448,true
6,"""coamin""","""mucond""",19,1285,"""Fewer than half""",2009,true
6,"""schook""","""jabant""",1,2745,"""Few""",3369,true
6,"""beckel""","""racual""",90,1305,"""Fewer than half""",1545,false
6,"""jallem""","""sildal""",28,1384,"""More than half""",1377,false
6,"""shrile""","""athoid""",11,1080,"""Most""",1209,false
6,"""puggle""","""entand""",97,903,"""Few""",1246,false
6,"""birler""","""enciad""",12,2462,"""Fewer than half""",2975,true
6,"""boddle""","""molill""",83,2224,"""Many""",1329,true
6,"""ancits""","""smeath""",14,1784,"""Fewer than half""",1449,true
6,"""pluset""","""stubad""",78,1743,"""Most""",1479,true
6,"""middor""","""drooty""",31,1345,"""Fewer than half""",2368,true
6,"""puggle""","""entand""",10,1076,"""Most""",1216,false
6,"""puctor""","""recure""",11,903,"""More than half""",1355,false
6,"""raster""","""movell""",90,888,"""Most""",1081,true
6,"""padnet""","""fanely""",74,815,"""Fewer than half""",1182,false
6,"""pobbit""","""spippy""",51,1168,"""Fewer than half""",1152,false
6,"""coppar""","""hunene""",96,568,"""Fewer than half""",1170,false
6,"""gukbar""","""soarse""",61,680,"""Fewer than half""",1031,false
6,"""chevel""","""podden""",94,920,"""Fewer than half""",1066,false
6,"""menner""","""nandow""",66,775,"""Few""",1511,false
6,"""dorder""","""coggon""",15,1201,"""Few""",984,true
6,"""awplor""","""fasees""",60,1172,"""Most""",1039,true
6,"""coppar""","""hunene""",15,656,"""More than half""",1456,false
6,"""umpond""","""marire""",89,777,"""Few""",952,false
6,"""tecker""","""biller""",61,784,"""Fewer than half""",1856,false
6,"""padnet""","""fanely""",9,1370,"""Few""",1648,true
6,"""bemble""","""squank""",77,544,"""Most""",863,true
6,"""padnet""","""fanely""",74,567,"""Most""",840,true
6,"""cather""","""funder""",14,1168,"""Few""",783,true
6,"""chulks""","""vulhor""",46,8992,"""Many""",904,false
6,"""zetten""","""unfobs""",60,633,"""More than half""",1071,true
6,"""pliper""","""sesare""",10,1193,"""Few""",784,true
6,"""pengyl""","""sedest""",20,991,"""Most""",712,false
6,"""beckel""","""racual""",7,1065,"""Most""",793,false
6,"""chulks""","""vulhor""",41,1992,"""Most""",664,false
6,"""chevel""","""podden""",83,1679,"""Most""",896,true
6,"""pobbit""","""spippy""",24,616,"""More than half""",841,false
6,"""pirter""","""secent""",17,904,"""Few""",663,true
6,"""strant""","""potind""",33,1032,"""Few""",697,true
6,"""devole""","""sholly""",46,768,"""More than half""",864,false
6,"""tiklet""","""hullaw""",87,904,"""Few""",727,false
6,"""jallem""","""sildal""",85,641,"""Few""",632,false
6,"""coamin""","""mucond""",35,713,"""Most""",761,false
6,"""padnet""","""fanely""",9,933,"""Many""",648,false
6,"""padnet""","""fanely""",18,733,"""More than half""",992,false
6,"""raster""","""movell""",30,1599,"""Few""",568,true
6,"""awplor""","""fasees""",1,703,"""More than half""",1847,false
6,"""spunge""","""wenple""",42,3291,"""Many""",648,true
6,"""pobbit""","""spippy""",98,1242,"""Many""",951,true
6,"""cosutz""","""spover""",25,711,"""Most""",871,false
6,"""sporer""","""firtly""",1,3335,"""Fewer than half""",664,true
6,"""bameta""","""unzast""",69,831,"""Most""",1096,true
6,"""spunge""","""wenple""",55,1128,"""Fewer than half""",248,false
6,"""pobbit""","""spippy""",61,1176,"""Most""",872,true
6,"""shamer""","""bloifs""",15,1195,"""Many""",1024,false
6,"""devole""","""sholly""",45,1355,"""Fewer than half""",1023,true
6,"""monter""","""melelt""",28,1008,"""Few""",831,true
6,"""cather""","""funder""",98,784,"""Most""",2384,true
6,"""tecker""","""biller""",29,1352,"""More than half""",720,false
6,"""werner""","""hurmer""",78,688,"""More than half""",784,true
6,"""chulks""","""vulhor""",9,928,"""Fewer than half""",751,false
6,"""ingell""","""nalill""",45,1101,"""More than half""",1504,false
6,"""chadop""","""shaple""",59,1151,"""Fewer than half""",2855,false
6,"""puctor""","""recure""",72,698,"""Most""",1672,true
6,"""raster""","""movell""",12,1470,"""More than half""",1120,false
6,"""shamer""","""bloifs""",62,753,"""More than half""",1032,true
6,"""beckel""","""racual""",88,896,"""Few""",2127,false
6,"""cather""","""funder""",86,784,"""Many""",1342,true
6,"""boddle""","""molill""",66,560,"""Most""",721,true
6,"""schook""","""jabant""",1,816,"""Many""",648,false
6,"""tiklet""","""hullaw""",47,1143,"""Fewer than half""",853,true
6,"""clidge""","""hensly""",56,607,"""More than half""",647,true
6,"""monter""","""melelt""",97,864,"""Fewer than half""",808,false
6,"""mecket""","""plumry""",91,864,"""More than half""",776,true
6,"""hadder""","""ollidy""",97,1728,"""Few""",1104,false
6,"""gukbar""","""soarse""",22,912,"""Most""",872,false
6,"""ancits""","""smeath""",76,736,"""More than half""",927,true
6,"""awplor""","""fasees""",34,1936,"""Fewer than half""",1160,true
6,"""umpond""","""marire""",37,778,"""More than half""",1720,false
6,"""mecket""","""plumry""",43,1888,"""Many""",887,true
6,"""mecket""","""plumry""",59,960,"""Few""",1167,false
6,"""dorder""","""coggon""",60,2105,"""Fewer than half""",1223,false
6,"""strant""","""potind""",39,2592,"""Many""",1305,false
6,"""tiklet""","""hullaw""",75,792,"""More than half""",1760,true
6,"""puggle""","""entand""",74,672,"""Many""",955,true
6,"""shrile""","""athoid""",61,849,"""More than half""",959,true
6,"""gukbar""","""soarse""",40,4999,"""Many""",952,true
6,"""ingell""","""nalill""",28,1051,"""Many""",999,false
6,"""tecker""","""biller""",66,727,"""Many""",704,true
6,"""jallem""","""sildal""",66,825,"""Many""",856,true
6,"""chulks""","""vulhor""",59,865,"""Few""",664,false
6,"""chadop""","""shaple""",16,1984,"""Many""",808,false
6,"""fleeve""","""scalfs""",67,799,"""More than half""",1407,true
6,"""umpond""","""marire""",2,1681,"""Fewer than half""",839,true
6,"""dorder""","""coggon""",22,1343,"""More than half""",1073,false
6,"""ancits""","""smeath""",43,1853,"""Most""",1670,false
6,"""hadder""","""ollidy""",97,603,"""More than half""",903,true
6,"""russer""","""huttle""",9,1095,"""Few""",984,true
6,"""menner""","""nandow""",13,2016,"""More than half""",993,false
6,"""pengyl""","""sedest""",29,1702,"""Few""",827,true
6,"""tiklet""","""hullaw""",29,944,"""Most""",839,false
6,"""spunge""","""wenple""",30,991,"""Most""",833,false
6,"""shurry""","""preser""",49,1081,"""Few""",668,false
6,"""isbant""","""unairs""",22,1120,"""Fewer than half""",1360,true
6,"""birler""","""enciad""",85,864,"""Many""",1185,true
6,"""zetten""","""unfobs""",16,1936,"""Most""",904,false
6,"""hadder""","""ollidy""",19,896,"""Fewer than half""",1193,true
6,"""hadder""","""ollidy""",47,1088,"""Many""",1191,true
6,"""clidge""","""hensly""",76,743,"""Many""",968,true
6,"""bameta""","""unzast""",16,971,"""Few""",1001,true
6,"""gukbar""","""soarse""",69,808,"""More than half""",1143,true
6,"""fleeve""","""scalfs""",68,863,"""Many""",944,true
6,"""raster""","""movell""",55,935,"""Many""",1432,true
6,"""chadop""","""shaple""",2,1057,"""Few""",848,true
6,"""pengyl""","""sedest""",85,663,"""Many""",912,true
6,"""coppar""","""hunene""",88,727,"""Most""",913,true
6,"""shurry""","""preser""",24,753,"""Most""",1153,false
6,"""pluset""","""stubad""",44,1097,"""More than half""",1041,false
6,"""bameta""","""unzast""",43,987,"""More than half""",960,false
6,"""dorder""","""coggon""",12,701,"""Many""",849,false
6,"""schook""","""jabant""",81,945,"""Fewer than half""",823,false
6,"""umpond""","""marire""",51,3081,"""Most""",760,true
6,"""pirter""","""secent""",10,656,"""More than half""",1037,false
6,"""pliper""","""sesare""",22,952,"""Many""",688,false
6,"""bemble""","""squank""",84,934,"""Few""",601,false
6,"""jallem""","""sildal""",91,840,"""Most""",640,true
6,"""spunge""","""wenple""",24,696,"""Few""",856,true
6,"""shamer""","""bloifs""",54,760,"""Few""",794,false
6,"""pluset""","""stubad""",42,1185,"""Many""",759,true
6,"""coppar""","""hunene""",25,633,"""Many""",769,false
6,"""clidge""","""hensly""",79,856,"""Few""",697,false
6,"""mecket""","""plumry""",10,1228,"""Fewer than half""",847,true
6,"""cosutz""","""spover""",5,1119,"""Few""",864,true
6,"""zetten""","""unfobs""",72,717,"""Few""",831,false
6,"""cosutz""","""spover""",59,785,"""More than half""",831,true
6,"""cather""","""funder""",42,840,"""More than half""",745,false
6,"""clidge""","""hensly""",36,1418,"""Most""",800,false
6,"""pobbit""","""spippy""",27,1291,"""Few""",672,true
6,"""fleeve""","""scalfs""",14,838,"""Few""",680,true
6,"""middor""","""drooty""",49,1264,"""Many""",801,true
6,"""werner""","""hurmer""",89,688,"""Many""",784,true
6,"""beckel""","""racual""",66,631,"""More than half""",881,true
6,"""chadop""","""shaple""",44,960,"""Most""",680,false
6,"""werner""","""hurmer""",68,848,"""Few""",655,false
6,"""sporer""","""firtly""",30,2201,"""Many""",624,false
6,"""shurry""","""preser""",22,815,"""Many""",857,false
6,"""monter""","""melelt""",85,638,"""Many""",944,true
6,"""chadop""","""shaple""",87,529,"""More than half""",856,true
6,"""strant""","""potind""",88,762,"""More than half""",890,true
6,"""coppar""","""hunene""",51,969,"""Few""",968,false
6,"""chulks""","""vulhor""",93,625,"""More than half""",816,true
6,"""kustle""","""reshix""",73,1123,"""Few""",752,false
6,"""menner""","""nandow""",83,2465,"""Fewer than half""",1337,false
6,"""ingell""","""nalill""",84,601,"""Most""",719,true
6,"""chevel""","""podden""",39,737,"""More than half""",1496,false
6,"""russer""","""huttle""",28,1464,"""Many""",811,false
6,"""boddle""","""molill""",7,985,"""Fewer than half""",928,true
6,"""fleeve""","""scalfs""",14,714,"""Most""",923,false
6,"""shamer""","""bloifs""",45,1545,"""Most""",704,false
6,"""strant""","""potind""",97,927,"""Fewer than half""",985,false
6,"""gukbar""","""soarse""",51,819,"""Few""",729,false
6,"""middor""","""drooty""",95,503,"""More than half""",773,true
6,"""pluset""","""stubad""",44,1217,"""Fewer than half""",1032,true
6,"""zetten""","""unfobs""",19,860,"""Fewer than half""",832,true
6,"""birler""","""enciad""",76,1095,"""Most""",789,true
6,"""menner""","""nandow""",63,984,"""Most""",983,true
6,"""sporer""","""firtly""",31,861,"""More than half""",1600,false
6,"""shamer""","""bloifs""",56,888,"""Fewer than half""",960,false
6,"""pengyl""","""sedest""",94,515,"""More than half""",1200,true
6,"""russer""","""huttle""",32,1416,"""More than half""",864,false
6,"""pengyl""","""sedest""",62,816,"""Fewer than half""",1230,false
6,"""dorder""","""coggon""",55,1868,"""Most""",697,true
6,"""bameta""","""unzast""",90,1400,"""Fewer than half""",7656,false
6,"""boddle""","""molill""",35,1369,"""More than half""",961,false
6,"""isbant""","""unairs""",61,1288,"""Many""",1032,true
6,"""puggle""","""entand""",71,736,"""More than half""",925,true
6,"""shurry""","""preser""",72,962,"""More than half""",711,true
6,"""cosutz""","""spover""",24,762,"""Many""",710,false
6,"""shrile""","""athoid""",86,1919,"""Many""",600,true
6,"""tecker""","""biller""",35,932,"""Few""",778,true
6,"""chevel""","""podden""",42,984,"""Many""",1071,true
6,"""zetten""","""unfobs""",93,637,"""Many""",625,true
6,"""chevel""","""podden""",73,864,"""Few""",853,false
6,"""strant""","""potind""",6,1023,"""Most""",614,false
6,"""isbant""","""unairs""",89,809,"""Few""",760,false
6,"""hadder""","""ollidy""",19,1119,"""Most""",507,false
6,"""cosutz""","""spover""",25,856,"""Fewer than half""",976,true
6,"""middor""","""drooty""",95,1063,"""Few""",1072,false
6,"""jallem""","""sildal""",33,606,"""Fewer than half""",919,true
6,"""pirter""","""secent""",39,991,"""Many""",826,false
6,"""puctor""","""recure""",49,1320,"""Fewer than half""",1088,true
6,"""fleeve""","""scalfs""",25,776,"""Fewer than half""",881,true
6,"""puggle""","""entand""",74,728,"""Fewer than half""",880,false
6,"""spunge""","""wenple""",68,545,"""More than half""",769,true
6,"""pliper""","""sesare""",75,833,"""Fewer than half""",751,false
6,"""schook""","""jabant""",39,816,"""Most""",872,false
6,"""umpond""","""marire""",97,4306,"""Many""",735,true
6,"""werner""","""hurmer""",31,1105,"""Most""",907,false
6,"""pliper""","""sesare""",71,2103,"""Most""",582,true
6,"""schook""","""jabant""",63,1296,"""More than half""",1168,true
6,"""raster""","""movell""",42,754,"""Fewer than half""",2449,true
6,"""kustle""","""reshix""",18,688,"""Most""",738,false
6,"""coamin""","""mucond""",2,2000,"""Many""",865,false
6,"""middor""","""drooty""",27,706,"""Most""",875,false
6,"""bemble""","""squank""",24,641,"""Many""",672,false
6,"""werner""","""hurmer""",15,740,"""Fewer than half""",784,true
6,"""kustle""","""reshix""",99,1328,"""Many""",807,true
6,"""puctor""","""recure""",87,2090,"""Few""",1410,false
6,"""sporer""","""firtly""",44,1128,"""Few""",680,false
6,"""kustle""","""reshix""",51,928,"""More than half""",910,true
6,"""awplor""","""fasees""",18,1083,"""Few""",1280,true
6,"""pirter""","""secent""",27,600,"""Fewer than half""",872,true
6,"""coamin""","""mucond""",98,1608,"""More than half""",878,true
6,"""bemble""","""squank""",9,792,"""More than half""",2208,false
6,"""beckel""","""racual""",82,801,"""Many""",881,true
6,"""puctor""","""recure""",86,591,"""Many""",784,true
6,"""mecket""","""plumry""",33,768,"""Most""",760,false
6,"""shurry""","""preser""",64,2104,"""Fewer than half""",931,false
6,"""monter""","""melelt""",90,669,"""More than half""",928,true
6,"""isbant""","""unairs""",34,568,"""More than half""",824,false
6,"""kustle""","""reshix""",58,1568,"""Fewer than half""",904,false
6,"""ingell""","""nalill""",59,2650,"""Few""",960,false
6,"""tecker""","""biller""",65,5375,"""Most""",239,true
6,"""russer""","""huttle""",67,1078,"""Most""",933,true
6,"""shrile""","""athoid""",35,1296,"""Few""",1378,true
6,"""devole""","""sholly""",86,1048,"""Few""",4984,false
6,"""cather""","""funder""",56,1472,"""Fewer than half""",1090,false
6,"""boddle""","""molill""",30,1168,"""Few""",856,true
6,"""pluset""","""stubad""",97,1059,"""Few""",928,false
6,"""tiklet""","""hullaw""",35,1337,"""Many""",1489,false
6,"""birler""","""enciad""",40,1432,"""More than half""",1080,false
6,"""bameta""","""unzast""",72,1023,"""Many""",832,true
6,"""ancits""","""smeath""",73,534,"""Many""",983,true
6,"""pliper""","""sesare""",25,641,"""More than half""",848,false
6,"""shrile""","""athoid""",32,1792,"""Fewer than half""",1199,true
6,"""ancits""","""smeath""",16,1152,"""Few""",1382,true
6,"""monter""","""melelt""",32,800,"""Most""",983,false
6,"""devole""","""sholly""",62,3867,"""Most""",680,true
7,"""glerb""","""fizzda""",20,7230,"""All""",18829,false
7,"""thonk""","""krangly""",82,5934,"""Some""",14860,true
7,"""slarm""","""briddle""",11,23953,"""None""",188,false
7,"""klong""","""nooty""",62,4656,"""All""",153,true
7,"""dring""","""larfy""",28,3166,"""None""",69,true
7,"""floom""","""plerful""",92,3509,"""Some""",6608,true
7,"""blek""","""orkital""",54,10034,"""None""",2285,true
7,"""tenk""","""glurgy""",8,5655,"""All""",114,false
7,"""isbant""","""unairs""",28,15391,"""Few""",16,true
7,"""dorder""","""coggon""",83,4445,"""Most""",3344,true
7,"""chadop""","""shaple""",40,2103,"""Most""",150,true
7,"""devole""","""sholly""",60,2716,"""Few""",3635,false
7,"""ancits""","""smeath""",55,4220,"""Many""",6074,true
7,"""kustle""","""reshix""",68,2227,"""Many""",5292,true
7,"""jallem""","""sildal""",43,2734,"""Fewer than half""",12091,true
7,"""cather""","""funder""",1,2277,"""More than half""",3882,false
7,"""pengyl""","""sedest""",32,2370,"""Fewer than half""",5153,true
7,"""fleeve""","""scalfs""",81,2078,"""Few""",8248,false
7,"""zetten""","""unfobs""",8,2005,"""Most""",5129,false
7,"""cather""","""funder""",3,2192,"""Fewer than half""",8945,true
7,"""menner""","""nandow""",3,3378,"""Few""",1624,true
7,"""coamin""","""mucond""",70,1787,"""Many""",5395,true
7,"""boddle""","""molill""",45,2774,"""More than half""",3579,false
7,"""werner""","""hurmer""",39,1663,"""Many""",3921,false
