workerid,color,proportion,read_and_decide_time,quant,read_time_one,response,side
12,"""blue""","""b18_y16""",6512,"""Most""",623,true,5
12,"""blue""","""b8_y7""",2528,"""Few""",1624,false,9
12,"""blue""","""b5_y10""",1696,"""Many""",680,false,4
12,"""blue""","""b16_y12""",1496,"""Most""",616,true,6
12,"""yellow""","""b14_y16""",1680,"""More""",1512,true,1
12,"""blue""","""b14_y16""",8328,"""Many""",927,true,9
12,"""blue""","""b10_y20""",1008,"""Most""",552,false,6
12,"""yellow""","""b9_y8""",12896,"""More than half""",960,true,3
12,"""blue""","""b6_y8""",5776,"""Many""",871,false,2
12,"""blue""","""b21_y24""",3352,"""More""",2784,false,2
12,"""yellow""","""b24_y20""",2569,"""Fewer than half""",512,true,0
12,"""yellow""","""b9_y8""",13216,"""More""",712,false,4
12,"""blue""","""b7_y8""",4775,"""Fewer than half""",880,true,5
12,"""blue""","""b16_y18""",9232,"""Many""",703,true,0
12,"""blue""","""b6_y8""",1400,"""Many""",648,false,7
12,"""yellow""","""b12_y16""",1873,"""Fewer than half""",2881,false,3
12,"""blue""","""b6_y5""",11663,"""More than half""",743,true,8
12,"""yellow""","""b27_y24""",4688,"""More""",614,true,6
12,"""yellow""","""b8_y6""",1432,"""Most""",479,false,4
12,"""blue""","""b20_y10""",4863,"""More""",591,false,2
12,"""yellow""","""b16_y14""",2008,"""More""",689,true,7
12,"""blue""","""b12_y16""",3952,"""Few""",487,false,1
12,"""blue""","""b15_y30""",14432,"""Fewer than half""",1416,true,0
12,"""blue""","""b8_y6""",1896,"""More""",679,true,7
12,"""blue""","""b16_y14""",1576,"""Few""",481,false,4
12,"""blue""","""b10_y20""",1728,"""Fewer than half""",583,true,5
12,"""blue""","""b21_y24""",4615,"""Most""",576,false,4
12,"""yellow""","""b16_y12""",2865,"""Few""",488,true,7
12,"""yellow""","""b5_y6""",2598,"""Fewer than half""",679,false,8
12,"""yellow""","""b21_y24""",1408,"""Most""",527,false,7
12,"""yellow""","""b6_y5""",1833,"""Most""",456,false,0
12,"""blue""","""b8_y9""",6679,"""Most""",520,false,7
12,"""blue""","""b5_y10""",1608,"""Few""",640,true,8
12,"""yellow""","""b7_y8""",4040,"""Many""",567,true,1
12,"""yellow""","""b20_y10""",1904,"""Fewer than half""",1136,true,4
12,"""blue""","""b6_y5""",6600,"""Many""",528,true,4
12,"""yellow""","""b16_y18""",8120,"""Most""",575,false,8
12,"""yellow""","""b14_y16""",4095,"""Fewer than half""",1751,false,4
12,"""blue""","""b12_y16""",2448,"""More""",583,false,4
12,"""blue""","""b24_y27""",2192,"""More""",607,false,5
12,"""yellow""","""b16_y18""",4184,"""Many""",576,true,9
12,"""blue""","""b20_y10""",2176,"""Fewer than half""",873,false,7
12,"""blue""","""b14_y16""",2952,"""Fewer than half""",703,true,1
12,"""yellow""","""b6_y9""",5088,"""Many""",591,true,7
12,"""blue""","""b6_y9""",1544,"""Many""",544,false,6
12,"""yellow""","""b15_y18""",5112,"""Most""",528,true,6
12,"""blue""","""b12_y16""",1480,"""Fewer than half""",616,true,1
12,"""yellow""","""b5_y6""",3735,"""Most""",496,true,0
12,"""yellow""","""b16_y18""",1120,"""More""",783,true,9
12,"""blue""","""b12_y16""",1895,"""Few""",631,false,7
12,"""yellow""","""b6_y9""",1791,"""Few""",559,false,5
12,"""blue""","""b14_y16""",1896,"""More than half""",631,false,9
12,"""yellow""","""b24_y18""",5552,"""More""",591,true,9
12,"""blue""","""b16_y14""",1551,"""More""",776,true,8
12,"""yellow""","""b8_y7""",1985,"""Many""",543,false,1
12,"""yellow""","""b16_y14""",5928,"""More than half""",1848,true,5
12,"""blue""","""b24_y20""",1408,"""More than half""",1128,true,8
12,"""yellow""","""b18_y16""",4673,"""Fewer than half""",727,true,0
12,"""blue""","""b12_y16""",5856,"""Few""",695,false,3
12,"""yellow""","""b12_y18""",1912,"""Many""",543,true,3
12,"""blue""","""b6_y5""",4416,"""More than half""",656,true,6
12,"""blue""","""b9_y8""",3063,"""Fewer than half""",535,false,1
12,"""blue""","""b9_y8""",15671,"""More""",568,false,4
12,"""yellow""","""b16_y18""",3239,"""Many""",584,false,9
12,"""blue""","""b16_y12""",1559,"""Few""",574,false,2
12,"""blue""","""b16_y12""",2632,"""Most""",711,false,7
12,"""yellow""","""b24_y27""",6000,"""More""",872,true,2
12,"""blue""","""b10_y5""",3816,"""More""",23,false,7
12,"""blue""","""b18_y16""",776,"""Few""",568,false,5
12,"""yellow""","""b5_y10""",1648,"""Few""",464,false,4
12,"""blue""","""b8_y7""",2016,"""More than half""",687,true,0
12,"""blue""","""b16_y14""",4136,"""Most""",615,true,1
12,"""yellow""","""b10_y5""",984,"""More than half""",2226,false,2
12,"""yellow""","""b16_y12""",2143,"""Fewer than half""",1056,true,2
12,"""yellow""","""b14_y16""",3080,"""Many""",608,true,9
12,"""yellow""","""b10_y5""",1161,"""Most""",672,false,0
12,"""blue""","""b16_y18""",2487,"""More""",551,true,9
12,"""yellow""","""b24_y20""",5016,"""More than half""",824,false,4
12,"""yellow""","""b6_y8""",1777,"""Few""",472,false,2
12,"""blue""","""b18_y16""",1327,"""Few""",520,false,0
12,"""blue""","""b5_y10""",1552,"""More than half""",559,false,9
12,"""blue""","""b20_y24""",3817,"""More than half""",782,false,4
12,"""blue""","""b8_y6""",3240,"""More""",567,true,9
12,"""yellow""","""b9_y6""",2551,"""Many""",551,false,2
12,"""blue""","""b24_y27""",2751,"""More""",695,false,8
12,"""yellow""","""b15_y18""",2792,"""Many""",488,true,6
12,"""blue""","""b9_y6""",2344,"""More""",575,true,8
12,"""yellow""","""b18_y15""",3929,"""Few""",480,true,1
12,"""blue""","""b12_y18""",3311,"""More""",536,false,1
12,"""yellow""","""b27_y18""",1288,"""Most""",584,false,3
12,"""blue""","""b18_y15""",3464,"""More than half""",912,true,9
12,"""blue""","""b20_y24""",2360,"""More""",680,false,2
12,"""blue""","""b24_y20""",1800,"""More than half""",471,true,3
12,"""blue""","""b16_y12""",3128,"""Fewer than half""",2800,false,9
12,"""blue""","""b10_y20""",1200,"""Fewer than half""",584,true,5
12,"""blue""","""b24_y21""",1471,"""More than half""",424,true,8
12,"""yellow""","""b24_y27""",3056,"""More than half""",543,true,3
12,"""yellow""","""b12_y16""",1648,"""More""",14408,true,2
12,"""yellow""","""b18_y27""",792,"""Few""",511,false,8
12,"""yellow""","""b6_y9""",1839,"""Many""",600,true,0
12,"""blue""","""b12_y16""",1800,"""Many""",455,false,1
12,"""blue""","""b6_y5""",5047,"""More""",655,true,1
12,"""yellow""","""b8_y9""",11344,"""More than half""",1271,true,4
12,"""blue""","""b15_y30""",1913,"""Most""",879,false,1
12,"""blue""","""b5_y6""",1976,"""Most""",487,false,2
12,"""blue""","""b16_y14""",2544,"""Most""",448,true,9
12,"""yellow""","""b10_y20""",1792,"""More than half""",584,true,4
12,"""blue""","""b16_y12""",2384,"""Fewer than half""",528,false,6
12,"""yellow""","""b24_y18""",1472,"""Few""",583,false,7
12,"""yellow""","""b14_y16""",1624,"""More""",631,true,1
12,"""blue""","""b14_y16""",5201,"""More""",744,false,3
12,"""yellow""","""b15_y30""",1023,"""Few""",551,false,6
12,"""blue""","""b5_y6""",4383,"""Most""",536,false,7
12,"""blue""","""b10_y5""",977,"""Most""",600,true,5
12,"""yellow""","""b24_y20""",2416,"""Most""",416,true,5
12,"""blue""","""b30_y15""",1600,"""Most""",536,true,9
12,"""blue""","""b8_y9""",2711,"""Few""",423,false,0
12,"""yellow""","""b24_y18""",2095,"""Many""",544,false,7
12,"""yellow""","""b24_y27""",1736,"""More than half""",912,true,7
12,"""yellow""","""b12_y16""",1600,"""Fewer than half""",720,false,5
12,"""blue""","""b16_y18""",5912,"""Most""",479,true,2
12,"""yellow""","""b8_y7""",3152,"""More""",758,true,7
12,"""blue""","""b27_y24""",912,"""Few""",448,false,6
12,"""blue""","""b21_y24""",3479,"""Fewer than half""",791,true,0
12,"""blue""","""b24_y21""",11663,"""More""",528,false,6
12,"""blue""","""b15_y30""",1191,"""Most""",600,false,2
12,"""blue""","""b10_y5""",2144,"""Few""",560,false,1
12,"""blue""","""b18_y15""",4248,"""Many""",544,true,3
12,"""yellow""","""b30_y15""",8895,"""Many""",680,false,9
12,"""yellow""","""b24_y21""",1399,"""Few""",720,false,3
12,"""yellow""","""b24_y20""",2055,"""Fewer than half""",600,false,4
12,"""yellow""","""b21_y24""",2719,"""More""",567,false,9
12,"""yellow""","""b5_y10""",1104,"""More than half""",656,true,6
12,"""yellow""","""b20_y24""",1912,"""Few""",575,false,7
12,"""blue""","""b10_y5""",1327,"""Many""",495,true,7
12,"""blue""","""b16_y18""",2974,"""Most""",480,false,3
12,"""yellow""","""b9_y6""",2887,"""Few""",439,true,3
12,"""yellow""","""b15_y18""",1825,"""Few""",672,false,6
12,"""blue""","""b18_y15""",3216,"""Many""",503,false,0
12,"""blue""","""b21_y24""",1784,"""More""",696,false,0
12,"""blue""","""b18_y24""",2568,"""Many""",703,false,3
12,"""blue""","""b7_y8""",1112,"""Few""",655,false,8
12,"""yellow""","""b15_y18""",5000,"""Fewer than half""",3239,true,0
12,"""blue""","""b18_y24""",14921,"""Most""",743,true,4
12,"""yellow""","""b14_y16""",2632,"""Most""",712,true,4
12,"""blue""","""b16_y12""",1880,"""More than half""",1247,true,5
12,"""yellow""","""b9_y8""",6120,"""More than half""",568,false,0
12,"""yellow""","""b24_y20""",5991,"""Most""",608,true,1
12,"""yellow""","""b18_y27""",2000,"""More than half""",591,true,0
12,"""yellow""","""b18_y16""",6935,"""More""",432,true,0
12,"""blue""","""b30_y15""",1953,"""More than half""",728,true,6
12,"""yellow""","""b8_y6""",5119,"""More""",535,false,3
12,"""yellow""","""b15_y18""",1728,"""Few""",575,false,1
12,"""blue""","""b6_y5""",1704,"""Most""",512,true,0
12,"""yellow""","""b18_y16""",2871,"""Most""",552,true,2
12,"""yellow""","""b10_y20""",1279,"""Few""",583,false,2
12,"""yellow""","""b6_y8""",1264,"""More""",1096,true,3
12,"""yellow""","""b15_y18""",1576,"""Most""",496,true,8
12,"""blue""","""b16_y18""",3527,"""Most""",480,false,4
12,"""blue""","""b27_y24""",6232,"""Most""",503,true,6
12,"""yellow""","""b24_y18""",1656,"""More than half""",648,false,0
12,"""blue""","""b20_y10""",3128,"""Many""",592,true,4
12,"""yellow""","""b18_y12""",3087,"""More""",543,false,2
12,"""blue""","""b24_y18""",5607,"""More""",680,true,3
12,"""blue""","""b10_y20""",1304,"""More than half""",608,false,6
12,"""blue""","""b8_y6""",2304,"""More than half""",583,true,2
12,"""yellow""","""b9_y6""",1400,"""More than half""",488,false,3
12,"""blue""","""b24_y18""",2263,"""Most""",392,true,1
12,"""yellow""","""b16_y14""",2264,"""Many""",392,false,3
13,"""blue""","""b7_y8""",2354,"""All""",1828,false,9
13,"""yellow""","""b24_y20""",1192,"""Some""",72,true,9
13,"""blue""","""b12_y16""",1139,"""None""",851,false,8
13,"""yellow""","""b18_y16""",6979,"""An even number""",2458,true,8
13,"""blue""","""b15_y30""",5303,"""At least ten""",1320,true,9
13,"""yellow""","""b6_y9""",1047,"""Some""",1101,true,8
13,"""blue""","""b8_y6""",1743,"""Few""",1216,false,8
13,"""blue""","""b24_y27""",2049,"""More than half""",1233,true,3
13,"""yellow""","""b24_y20""",1089,"""Many""",1256,true,9
13,"""blue""","""b20_y10""",2061,"""More""",1605,true,8
13,"""yellow""","""b9_y8""",1440,"""Most""",1870,false,0
13,"""blue""","""b18_y16""",1198,"""Few""",1108,false,2
13,"""yellow""","""b8_y9""",1792,"""Few""",2141,true,0
13,"""yellow""","""b8_y7""",1289,"""Few""",1201,true,7
13,"""yellow""","""b15_y30""",1081,"""More than half""",1520,true,8
13,"""blue""","""b14_y16""",945,"""Many""",1137,true,8
13,"""yellow""","""b8_y7""",1280,"""Few""",926,true,7
13,"""blue""","""b20_y10""",1219,"""More than half""",865,true,2
13,"""yellow""","""b15_y18""",978,"""More""",1598,true,7
13,"""yellow""","""b9_y6""",1302,"""Fewer than half""",2328,true,1
13,"""yellow""","""b5_y10""",793,"""More""",1079,true,2
13,"""blue""","""b16_y12""",1766,"""Fewer than half""",1707,false,7
13,"""blue""","""b27_y18""",898,"""Many""",871,true,7
13,"""blue""","""b5_y10""",1607,"""More""",1182,false,3
13,"""yellow""","""b24_y20""",613,"""Many""",1163,true,6
13,"""yellow""","""b9_y6""",1002,"""Many""",820,false,6
13,"""blue""","""b16_y18""",1114,"""More than half""",1730,false,7
13,"""blue""","""b16_y14""",1371,"""More""",1322,false,7
13,"""yellow""","""b6_y5""",1421,"""More than half""",1605,false,6
13,"""yellow""","""b12_y16""",1095,"""More than half""",1411,true,1
13,"""blue""","""b5_y6""",1118,"""More""",1608,false,3
13,"""blue""","""b21_y24""",1790,"""More""",1186,false,9
13,"""blue""","""b6_y8""",887,"""Many""",1102,false,1
13,"""blue""","""b8_y6""",1195,"""Many""",957,true,9
13,"""blue""","""b8_y6""",989,"""Few""",1000,false,1
13,"""yellow""","""b24_y27""",1067,"""More than half""",1204,true,8
13,"""yellow""","""b24_y21""",1060,"""Many""",1360,true,4
13,"""yellow""","""b16_y12""",891,"""Many""",937,false,4
13,"""blue""","""b5_y10""",1203,"""Few""",1361,true,7
13,"""blue""","""b15_y18""",1251,"""Few""",867,false,2
13,"""yellow""","""b24_y20""",966,"""More than half""",1434,true,6
13,"""yellow""","""b7_y8""",631,"""More""",1199,true,8
13,"""yellow""","""b18_y27""",645,"""More""",929,true,6
13,"""blue""","""b5_y6""",1205,"""Many""",1078,false,5
13,"""blue""","""b8_y9""",1125,"""Fewer than half""",1379,false,0
13,"""blue""","""b24_y21""",1452,"""Fewer than half""",1093,false,1
13,"""blue""","""b30_y15""",698,"""More than half""",1658,true,6
13,"""yellow""","""b7_y8""",802,"""Many""",1064,false,4
13,"""yellow""","""b24_y21""",1099,"""More""",1071,false,9
13,"""blue""","""b21_y24""",1467,"""Most""",2800,false,8
13,"""yellow""","""b24_y18""",578,"""Most""",860,true,6
13,"""yellow""","""b24_y27""",2766,"""More""",1577,true,9
13,"""yellow""","""b21_y24""",1291,"""Fewer than half""",1549,false,3
13,"""yellow""","""b21_y24""",872,"""Many""",1417,true,7
13,"""yellow""","""b12_y16""",2224,"""Fewer than half""",1261,false,8
13,"""blue""","""b10_y20""",902,"""Many""",147,false,6
13,"""blue""","""b8_y6""",1200,"""Many""",818,true,1
13,"""yellow""","""b10_y20""",688,"""More""",944,true,4
13,"""yellow""","""b7_y8""",1158,"""Few""",1147,true,5
13,"""blue""","""b16_y18""",1496,"""More""",1470,false,7
13,"""blue""","""b16_y12""",1167,"""Few""",164,false,4
13,"""blue""","""b24_y20""",1486,"""More than half""",1109,true,1
13,"""yellow""","""b24_y18""",1556,"""Fewer than half""",1035,true,2
13,"""yellow""","""b14_y16""",1536,"""Many""",1853,true,6
13,"""blue""","""b24_y21""",1258,"""More""",1386,true,7
13,"""blue""","""b18_y27""",2517,"""More""",1017,false,7
13,"""yellow""","""b14_y16""",2919,"""Most""",2993,true,5
13,"""blue""","""b5_y10""",1019,"""Few""",1400,true,2
13,"""blue""","""b6_y9""",814,"""Fewer than half""",1234,true,3
13,"""yellow""","""b10_y20""",766,"""Many""",765,true,1
13,"""blue""","""b8_y9""",817,"""More""",1045,true,4
13,"""yellow""","""b18_y24""",1999,"""Fewer than half""",1929,true,6
13,"""yellow""","""b27_y18""",814,"""Most""",759,false,9
13,"""blue""","""b7_y8""",838,"""Fewer than half""",987,true,7
13,"""yellow""","""b27_y18""",2506,"""More than half""",1436,false,4
13,"""blue""","""b18_y15""",753,"""Most""",860,true,1
13,"""blue""","""b8_y6""",6303,"""Most""",810,true,9
13,"""yellow""","""b16_y12""",1501,"""Fewer than half""",1476,true,5
13,"""yellow""","""b12_y16""",762,"""Most""",915,true,6
13,"""blue""","""b9_y8""",987,"""Few""",1412,false,0
13,"""yellow""","""b8_y9""",945,"""Most""",1024,true,0
13,"""yellow""","""b18_y27""",1124,"""Few""",751,false,7
13,"""yellow""","""b8_y7""",925,"""Most""",781,true,1
13,"""yellow""","""b6_y8""",695,"""Most""",978,true,6
13,"""blue""","""b8_y9""",937,"""Most""",1147,false,8
13,"""yellow""","""b20_y24""",789,"""More than half""",858,true,2
13,"""blue""","""b9_y6""",735,"""Most""",783,true,6
13,"""blue""","""b15_y18""",705,"""Most""",779,true,4
13,"""blue""","""b24_y27""",1075,"""Few""",893,false,2
13,"""yellow""","""b24_y18""",1004,"""Most""",871,false,1
13,"""blue""","""b27_y18""",671,"""More""",1024,true,8
13,"""yellow""","""b7_y8""",674,"""More""",787,true,1
13,"""yellow""","""b15_y30""",962,"""Many""",814,true,7
13,"""yellow""","""b20_y24""",1166,"""Fewer than half""",825,false,5
13,"""yellow""","""b12_y18""",962,"""More than half""",1338,true,0
13,"""blue""","""b6_y9""",2198,"""More""",2975,false,3
13,"""blue""","""b18_y27""",1839,"""Fewer than half""",958,true,9
13,"""blue""","""b12_y16""",1263,"""More""",928,false,7
13,"""blue""","""b18_y12""",995,"""Fewer than half""",1180,false,6
13,"""blue""","""b21_y24""",831,"""Most""",1187,true,8
13,"""yellow""","""b8_y7""",7226,"""More than half""",1109,false,1
13,"""yellow""","""b6_y9""",793,"""More than half""",1264,true,1
13,"""blue""","""b18_y16""",2159,"""More""",1464,false,8
13,"""blue""","""b8_y7""",788,"""Few""",1191,true,5
13,"""yellow""","""b27_y18""",1121,"""Most""",887,false,1
13,"""blue""","""b9_y8""",961,"""More than half""",1123,false,6
13,"""yellow""","""b18_y24""",925,"""Few""",1044,false,3
13,"""yellow""","""b8_y7""",4599,"""More""",993,false,3
13,"""yellow""","""b18_y12""",1594,"""More""",1032,false,5
13,"""yellow""","""b18_y16""",1412,"""Few""",844,true,7
13,"""yellow""","""b8_y9""",1623,"""Fewer than half""",980,false,9
13,"""yellow""","""b6_y5""",1155,"""Few""",916,true,1
13,"""yellow""","""b16_y18""",746,"""More""",2098,true,7
13,"""yellow""","""b9_y6""",692,"""Few""",1183,true,1
13,"""blue""","""b12_y18""",844,"""More than half""",1034,false,7
13,"""blue""","""b18_y15""",1178,"""Fewer than half""",1251,true,9
13,"""blue""","""b18_y12""",1244,"""Fewer than half""",909,false,2
13,"""blue""","""b15_y18""",849,"""Fewer than half""",1005,true,5
13,"""yellow""","""b9_y6""",5009,"""More""",946,false,1
13,"""blue""","""b18_y24""",6932,"""More""",2290,false,0
13,"""blue""","""b5_y10""",786,"""Most""",808,false,3
13,"""blue""","""b8_y9""",1149,"""More than half""",858,false,5
13,"""blue""","""b8_y6""",1227,"""More than half""",1508,false,5
13,"""yellow""","""b27_y24""",1043,"""More than half""",1250,true,8
13,"""yellow""","""b8_y9""",836,"""Few""",845,false,1
13,"""blue""","""b18_y12""",1092,"""More""",1296,true,4
13,"""blue""","""b15_y18""",1066,"""Few""",1037,false,1
13,"""blue""","""b27_y18""",968,"""Fewer than half""",1535,false,2
13,"""yellow""","""b12_y18""",1039,"""More""",854,true,7
13,"""yellow""","""b5_y6""",1013,"""Most""",955,true,2
13,"""yellow""","""b10_y20""",942,"""More""",1642,true,4
13,"""blue""","""b10_y5""",1022,"""Most""",835,true,1
13,"""yellow""","""b12_y16""",798,"""Few""",776,false,6
13,"""blue""","""b7_y8""",1053,"""Most""",963,false,5
13,"""blue""","""b20_y24""",1964,"""More""",1498,false,6
13,"""yellow""","""b6_y9""",1371,"""Fewer than half""",2717,false,6
13,"""yellow""","""b6_y8""",1206,"""More than half""",1592,true,4
13,"""blue""","""b16_y14""",1059,"""Most""",855,true,6
13,"""blue""","""b15_y18""",885,"""Fewer than half""",1200,true,5
13,"""blue""","""b7_y8""",1136,"""More than half""",1061,true,6
13,"""blue""","""b20_y10""",859,"""Most""",1260,true,2
13,"""blue""","""b18_y27""",1434,"""Few""",900,true,8
13,"""blue""","""b27_y24""",766,"""More than half""",1280,true,2
13,"""yellow""","""b9_y6""",899,"""More than half""",1289,false,6
13,"""blue""","""b12_y16""",807,"""Most""",1002,false,6
13,"""blue""","""b9_y8""",817,"""Most""",762,true,7
13,"""yellow""","""b10_y5""",604,"""Few""",974,true,5
13,"""yellow""","""b24_y21""",837,"""More than half""",874,false,9
13,"""blue""","""b14_y16""",1362,"""Many""",897,true,8
13,"""yellow""","""b5_y6""",1105,"""Few""",841,true,4
13,"""blue""","""b18_y24""",1399,"""Few""",98,false,2
13,"""blue""","""b27_y18""",1133,"""Many""",1003,true,2
13,"""yellow""","""b15_y18""",838,"""Most""",723,true,9
13,"""yellow""","""b16_y14""",727,"""Many""",762,false,4
13,"""yellow""","""b5_y6""",4119,"""More than half""",1435,true,7
13,"""blue""","""b24_y27""",927,"""Few""",865,false,5
13,"""blue""","""b27_y24""",736,"""More""",1065,true,5
13,"""blue""","""b12_y18""",761,"""More than half""",1087,false,8
13,"""blue""","""b6_y8""",4623,"""Fewer than half""",1318,true,8
13,"""blue""","""b30_y15""",682,"""Most""",921,true,1
13,"""yellow""","""b9_y8""",1269,"""Fewer than half""",1035,false,6
13,"""yellow""","""b12_y18""",1793,"""Fewer than half""",1274,false,4
13,"""yellow""","""b20_y10""",1049,"""Few""",2169,true,4
13,"""yellow""","""b24_y27""",1899,"""Most""",786,true,4
13,"""blue""","""b24_y27""",620,"""Many""",741,true,3
13,"""blue""","""b20_y10""",1377,"""Fewer than half""",1062,false,2
13,"""blue""","""b16_y14""",1469,"""More than half""",1618,true,2
13,"""blue""","""b12_y18""",945,"""Many""",792,true,5
13,"""yellow""","""b10_y5""",706,"""Many""",709,false,2
13,"""yellow""","""b20_y24""",1673,"""Fewer than half""",1421,true,2
13,"""blue""","""b8_y7""",7687,"""Fewer than half""",762,true,7
13,"""yellow""","""b12_y18""",1206,"""Few""",2222,false,9
13,"""blue""","""b18_y24""",693,"""Many""",892,true,5
13,"""yellow""","""b18_y12""",875,"""Few""",845,true,0
13,"""yellow""","""b5_y10""",1074,"""Few""",681,false,0
13,"""blue""","""b30_y15""",663,"""Many""",850,true,7
13,"""blue""","""b7_y8""",686,"""Few""",708,true,3
13,"""yellow""","""b30_y15""",1578,"""More""",986,false,6
13,"""yellow""","""b15_y18""",1922,"""Fewer than half""",3314,false,6
13,"""yellow""","""b16_y14""",1759,"""More than half""",845,false,1
13,"""blue""","""b6_y8""",1423,"""More""",875,false,8
13,"""blue""","""b5_y10""",509,"""Few""",763,true,1
13,"""yellow""","""b10_y20""",856,"""More than half""",977,true,1
13,"""blue""","""b12_y18""",1838,"""Many""",1001,true,9
13,"""yellow""","""b24_y18""",1620,"""Fewer than half""",1209,true,0
13,"""yellow""","""b24_y18""",629,"""Many""",720,true,8
13,"""yellow""","""b27_y24""",812,"""Most""",191,true,8
13,"""blue""","""b10_y20""",677,"""Most""",781,false,3
13,"""yellow""","""b10_y5""",917,"""Fewer than half""",914,true,0
13,"""blue""","""b6_y5""",1503,"""Many""",912,false,4
13,"""yellow""","""b27_y24""",2224,"""Fewer than half""",1782,true,0
13,"""blue""","""b30_y15""",1000,"""Many""",676,false,5
13,"""blue""","""b15_y30""",2509,"""Most""",811,false,6
13,"""blue""","""b7_y8""",913,"""Few""",698,true,0
13,"""yellow""","""b10_y5""",996,"""More""",768,false,5
13,"""blue""","""b5_y6""",2211,"""More than half""",1169,false,2
13,"""yellow""","""b16_y18""",820,"""Many""",698,true,5
13,"""yellow""","""b6_y8""",1555,"""Many""",916,true,9
13,"""blue""","""b16_y12""",933,"""More than half""",1292,true,4
13,"""blue""","""b12_y16""",912,"""More than half""",990,false,9
13,"""blue""","""b10_y20""",710,"""More than half""",887,false,0
13,"""blue""","""b18_y12""",641,"""More""",995,true,0
13,"""yellow""","""b9_y6""",679,"""Many""",798,false,5
13,"""blue""","""b10_y20""",943,"""Fewer than half""",680,true,0
13,"""blue""","""b27_y18""",636,"""Few""",827,false,5
13,"""yellow""","""b24_y20""",1149,"""More""",811,true,2
13,"""yellow""","""b18_y27""",533,"""More than half""",871,true,2
13,"""blue""","""b24_y18""",1283,"""More than half""",957,true,5
13,"""blue""","""b5_y10""",575,"""Most""",815,false,2
13,"""blue""","""b8_y6""",3057,"""Few""",679,false,0
13,"""blue""","""b9_y8""",1091,"""Fewer than half""",824,false,4
13,"""yellow""","""b15_y30""",1466,"""Few""",691,false,8
13,"""yellow""","""b24_y21""",1207,"""More than half""",1308,false,9
13,"""yellow""","""b24_y18""",823,"""More""",893,true,0
13,"""yellow""","""b9_y8""",1315,"""Fewer than half""",970,true,7
13,"""blue""","""b18_y15""",1850,"""Few""",950,false,6
13,"""blue""","""b10_y5""",1142,"""Few""",569,false,4
13,"""blue""","""b20_y10""",643,"""Most""",1022,true,9
13,"""blue""","""b20_y10""",744,"""Fewer than half""",755,true,5
13,"""yellow""","""b18_y16""",828,"""Fewer than half""",740,false,6
13,"""blue""","""b9_y8""",1883,"""More than half""",1090,false,5
13,"""yellow""","""b18_y15""",772,"""Many""",659,false,5
13,"""yellow""","""b18_y15""",686,"""Many""",603,false,4
13,"""yellow""","""b8_y7""",1015,"""Many""",664,false,8
13,"""yellow""","""b6_y9""",863,"""Most""",606,false,7
13,"""blue""","""b18_y16""",693,"""Many""",387,true,1
13,"""yellow""","""b8_y7""",603,"""Most""",500,false,4
13,"""blue""","""b6_y8""",954,"""Few""",446,true,2
13,"""yellow""","""b15_y18""",1601,"""Fewer than half""",479,false,4
13,"""blue""","""b8_y6""",892,"""Many""",522,true,5
13,"""yellow""","""b20_y24""",1277,"""Most""",524,false,9
13,"""yellow""","""b8_y7""",1026,"""Most""",647,false,5
13,"""blue""","""b15_y18""",519,"""More than half""",680,true,3
13,"""yellow""","""b16_y12""",853,"""Fewer than half""",406,false,5
13,"""yellow""","""b18_y15""",736,"""More than half""",640,false,9
13,"""yellow""","""b5_y10""",893,"""Many""",546,true,2
13,"""blue""","""b27_y18""",1056,"""More than half""",161,true,9
13,"""yellow""","""b30_y15""",850,"""More""",630,false,2
13,"""blue""","""b12_y18""",3195,"""Many""",612,false,9
13,"""blue""","""b20_y24""",1294,"""Fewer than half""",567,true,8
13,"""yellow""","""b24_y27""",1141,"""More""",532,true,9
13,"""blue""","""b6_y9""",1170,"""More""",853,false,6
13,"""blue""","""b24_y27""",3723,"""Fewer than half""",842,true,0
13,"""blue""","""b9_y6""",1687,"""More than half""",739,true,4
13,"""yellow""","""b6_y9""",1216,"""Many""",630,true,7
13,"""yellow""","""b15_y18""",687,"""Most""",678,true,9
13,"""yellow""","""b27_y18""",569,"""Few""",586,false,7
13,"""yellow""","""b20_y10""",820,"""More""",809,false,1
13,"""blue""","""b8_y7""",935,"""Most""",624,false,9
13,"""blue""","""b24_y20""",956,"""More than half""",717,false,7
13,"""blue""","""b8_y7""",1035,"""Many""",588,true,3
13,"""blue""","""b18_y24""",775,"""Many""",641,true,4
13,"""yellow""","""b30_y15""",571,"""Most""",631,true,8
13,"""yellow""","""b18_y15""",917,"""Most""",659,false,6
13,"""yellow""","""b9_y8""",756,"""More than half""",733,false,0
13,"""yellow""","""b10_y5""",611,"""More""",625,false,0
13,"""blue""","""b18_y24""",1301,"""Most""",521,true,0
13,"""yellow""","""b18_y12""",746,"""Many""",806,true,5
13,"""blue""","""b16_y12""",1219,"""Fewer than half""",798,false,7
13,"""blue""","""b27_y18""",1366,"""Most""",954,true,1
13,"""yellow""","""b27_y18""",1183,"""Fewer than half""",674,true,2
13,"""blue""","""b8_y9""",1046,"""Most""",658,false,1
13,"""blue""","""b18_y16""",650,"""Most""",671,true,4
13,"""blue""","""b16_y14""",1044,"""Many""",659,false,6
13,"""yellow""","""b5_y6""",1199,"""Few""",846,true,7
13,"""blue""","""b15_y30""",1206,"""Fewer than half""",717,true,3
