workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
75,"""monter""","""44""","""56""","""melelt""",103,"""Many""",179,false
75,"""tiklet""","""19""","""81""","""hullaw""",187,"""Most""",47,false
75,"""kustle""","""26""","""74""","""reshix""",132,"""Few""",179,false
75,"""raster""","""76""","""24""","""movell""",132,"""Most""",253,false
75,"""gukbar""","""19""","""81""","""soarse""",33,"""Many""",204,true
75,"""awplor""","""66""","""34""","""fasees""",16,"""More than half""",170,true
75,"""shamer""","""34""","""66""","""bloifs""",57,"""Fewer than half""",101,true
75,"""sporer""","""96""","""4""","""firtly""",186,"""More than half""",176,false
75,"""ancits""","""18""","""82""","""smeath""",31,"""Few""",146,true
75,"""dorder""","""86""","""14""","""coggon""",23,"""Most""",126,false
75,"""pengyl""","""78""","""22""","""sedest""",118,"""Many""",149,false
75,"""kustle""","""31""","""69""","""reshix""",126,"""Fewer than half""",143,false
75,"""chadop""","""58""","""42""","""shaple""",115,"""Many""",260,false
75,"""cosutz""","""11""","""89""","""spover""",18,"""Fewer than half""",185,true
75,"""bameta""","""62""","""38""","""unzast""",23,"""More than half""",136,true
75,"""schook""","""68""","""32""","""jabant""",100,"""Many""",228,false
75,"""coppar""","""55""","""45""","""hunene""",16,"""Fewer than half""",138,true
75,"""middor""","""25""","""75""","""drooty""",117,"""Many""",261,false
75,"""clidge""","""36""","""64""","""hensly""",119,"""More than half""",171,false
75,"""pliper""","""99""","""1""","""sesare""",117,"""More than half""",218,false
75,"""tiklet""","""45""","""55""","""hullaw""",48,"""Many""",170,true
75,"""gukbar""","""23""","""77""","""soarse""",16,"""More than half""",243,true
75,"""shamer""","""54""","""46""","""bloifs""",56,"""Many""",219,true
75,"""strant""","""91""","""9""","""potind""",31,"""Many""",211,false
75,"""schook""","""21""","""79""","""jabant""",15,"""Most""",203,true
75,"""shamer""","""43""","""57""","""bloifs""",178,"""More than half""",308,false
75,"""russer""","""65""","""35""","""huttle""",86,"""More than half""",101,false
75,"""cosutz""","""68""","""32""","""spover""",16,"""Many""",173,true
75,"""cather""","""81""","""19""","""funder""",53,"""Most""",93,false
75,"""umpond""","""57""","""43""","""marire""",139,"""Most""",104,false
75,"""menner""","""57""","""43""","""nandow""",74,"""Most""",118,false
75,"""shurry""","""48""","""52""","""preser""",24,"""Many""",148,true
75,"""ancits""","""57""","""43""","""smeath""",19,"""Many""",142,true
75,"""russer""","""66""","""34""","""huttle""",88,"""Few""",129,false
75,"""pirter""","""42""","""58""","""secent""",87,"""Few""",117,false
75,"""hadder""","""8""","""92""","""ollidy""",58,"""Fewer than half""",137,true
75,"""chevel""","""84""","""16""","""podden""",111,"""Fewer than half""",152,false
75,"""umpond""","""63""","""37""","""marire""",14,"""Fewer than half""",147,true
75,"""isbant""","""67""","""33""","""unairs""",121,"""Many""",207,false
75,"""shrile""","""3""","""97""","""athoid""",29,"""Fewer than half""",164,true
75,"""pengyl""","""34""","""66""","""sedest""",253,"""Most""",148,false
75,"""padnet""","""85""","""15""","""fanely""",19,"""Few""",143,true
75,"""coamin""","""3""","""97""","""mucond""",19,"""Most""",120,true
75,"""ingell""","""71""","""29""","""nalill""",31,"""Few""",163,true
75,"""chevel""","""34""","""66""","""podden""",24,"""Many""",106,true
75,"""bameta""","""29""","""71""","""unzast""",35,"""Many""",130,true
75,"""puggle""","""31""","""69""","""entand""",28,"""More than half""",138,true
75,"""cather""","""74""","""26""","""funder""",24,"""More than half""",147,true
75,"""pobbit""","""89""","""11""","""spippy""",74,"""Few""",150,false
75,"""padnet""","""79""","""21""","""fanely""",61,"""Most""",194,false
75,"""jallem""","""99""","""1""","""sildal""",38,"""Most""",203,true
75,"""cather""","""9""","""91""","""funder""",40,"""Few""",196,true
75,"""ingell""","""62""","""38""","""nalill""",62,"""More than half""",159,true
75,"""birler""","""54""","""46""","""enciad""",30,"""Most""",172,true
75,"""spunge""","""19""","""81""","""wenple""",22,"""More than half""",166,true
75,"""devole""","""65""","""35""","""sholly""",20,"""Fewer than half""",180,true
75,"""birler""","""72""","""28""","""enciad""",54,"""More than half""",191,true
75,"""shurry""","""5""","""95""","""preser""",71,"""Fewer than half""",123,false
75,"""shurry""","""23""","""77""","""preser""",35,"""More than half""",234,true
75,"""pobbit""","""78""","""22""","""spippy""",107,"""More than half""",151,false
75,"""birler""","""51""","""49""","""enciad""",46,"""Fewer than half""",152,true
75,"""pluset""","""82""","""18""","""stubad""",16,"""Most""",169,true
75,"""isbant""","""78""","""22""","""unairs""",31,"""Few""",137,true
75,"""russer""","""40""","""60""","""huttle""",31,"""Many""",187,true
75,"""puggle""","""46""","""54""","""entand""",139,"""Most""",160,false
75,"""coppar""","""4""","""96""","""hunene""",28,"""Few""",133,true
75,"""padnet""","""75""","""25""","""fanely""",117,"""Many""",187,false
75,"""awplor""","""52""","""48""","""fasees""",134,"""Most""",120,false
75,"""schook""","""4""","""96""","""jabant""",37,"""Fewer than half""",167,true
75,"""clidge""","""47""","""53""","""hensly""",36,"""Fewer than half""",149,true
75,"""padnet""","""80""","""20""","""fanely""",103,"""More than half""",195,false
75,"""monter""","""14""","""86""","""melelt""",113,"""More than half""",161,false
75,"""zetten""","""4""","""96""","""unfobs""",32,"""Most""",204,true
75,"""kustle""","""18""","""82""","""reshix""",42,"""Most""",147,true
75,"""dorder""","""84""","""16""","""coggon""",103,"""More than half""",167,false
75,"""hadder""","""1""","""99""","""ollidy""",33,"""Most""",103,true
75,"""pliper""","""72""","""28""","""sesare""",34,"""Few""",183,true
75,"""mecket""","""32""","""68""","""plumry""",73,"""Many""",164,false
75,"""strant""","""14""","""86""","""potind""",66,"""Most""",117,false
75,"""jallem""","""68""","""32""","""sildal""",65,"""Few""",145,false
75,"""tiklet""","""14""","""86""","""hullaw""",80,"""More than half""",125,false
75,"""boddle""","""71""","""29""","""molill""",37,"""Most""",124,true
75,"""spunge""","""12""","""88""","""wenple""",83,"""Fewer than half""",137,false
75,"""strant""","""40""","""60""","""potind""",67,"""More than half""",103,false
75,"""russer""","""66""","""34""","""huttle""",74,"""Most""",130,false
75,"""tecker""","""65""","""35""","""biller""",88,"""Many""",112,false
75,"""werner""","""12""","""88""","""hurmer""",60,"""Many""",135,false
75,"""pirter""","""81""","""19""","""secent""",10,"""Most""",131,true
75,"""bemble""","""94""","""6""","""squank""",26,"""Most""",183,true
75,"""puggle""","""30""","""70""","""entand""",17,"""Fewer than half""",117,true
75,"""awplor""","""64""","""36""","""fasees""",72,"""Many""",138,false
75,"""mecket""","""35""","""65""","""plumry""",72,"""Most""",149,false
75,"""raster""","""82""","""18""","""movell""",111,"""Few""",134,false
75,"""birler""","""54""","""46""","""enciad""",105,"""Many""",117,false
75,"""pobbit""","""77""","""23""","""spippy""",56,"""Most""",110,false
75,"""kustle""","""29""","""71""","""reshix""",17,"""More than half""",67,true
75,"""mecket""","""69""","""31""","""plumry""",72,"""Few""",106,true
75,"""middor""","""34""","""66""","""drooty""",34,"""Most""",144,true
75,"""boddle""","""78""","""22""","""molill""",32,"""Fewer than half""",149,true
75,"""ingell""","""98""","""2""","""nalill""",28,"""Fewer than half""",133,true
75,"""raster""","""40""","""60""","""movell""",82,"""Many""",116,false
75,"""middor""","""74""","""26""","""drooty""",48,"""Few""",150,false
75,"""coamin""","""12""","""88""","""mucond""",76,"""Fewer than half""",120,false
75,"""shamer""","""98""","""2""","""bloifs""",28,"""Few""",166,true
75,"""beckel""","""43""","""57""","""racual""",97,"""Fewer than half""",166,false
75,"""menner""","""68""","""32""","""nandow""",101,"""Few""",111,false
75,"""pengyl""","""38""","""62""","""sedest""",77,"""More than half""",141,false
75,"""menner""","""48""","""52""","""nandow""",87,"""Many""",132,false
75,"""monter""","""76""","""24""","""melelt""",142,"""Few""",159,false
75,"""chadop""","""26""","""74""","""shaple""",26,"""Most""",142,true
75,"""puctor""","""72""","""28""","""recure""",23,"""Fewer than half""",138,true
75,"""clidge""","""4""","""96""","""hensly""",48,"""Many""",72,false
75,"""dorder""","""72""","""28""","""coggon""",30,"""Many""",121,true
75,"""pobbit""","""7""","""93""","""spippy""",16,"""Many""",124,true
75,"""awplor""","""32""","""68""","""fasees""",22,"""Few""",225,true
75,"""puctor""","""71""","""29""","""recure""",66,"""More than half""",135,true
75,"""chadop""","""38""","""62""","""shaple""",32,"""Fewer than half""",154,true
75,"""kustle""","""62""","""38""","""reshix""",14,"""Many""",165,true
75,"""beckel""","""75""","""25""","""racual""",103,"""Few""",132,false
75,"""raster""","""85""","""15""","""movell""",105,"""Fewer than half""",134,false
75,"""werner""","""18""","""82""","""hurmer""",120,"""More than half""",118,false
75,"""umpond""","""49""","""51""","""marire""",78,"""Many""",132,false
75,"""bameta""","""31""","""69""","""unzast""",79,"""Few""",118,false
75,"""pliper""","""68""","""32""","""sesare""",16,"""Most""",104,false
75,"""shrile""","""85""","""15""","""athoid""",32,"""Many""",93,true
75,"""fleeve""","""35""","""65""","""scalfs""",125,"""More than half""",173,false
75,"""strant""","""37""","""63""","""potind""",73,"""Few""",100,false
75,"""chadop""","""16""","""84""","""shaple""",16,"""More than half""",139,true
75,"""fleeve""","""47""","""53""","""scalfs""",15,"""Fewer than half""",90,true
75,"""spunge""","""70""","""30""","""wenple""",25,"""Many""",137,true
75,"""raster""","""82""","""18""","""movell""",54,"""More than half""",180,true
76,"""glerb""",80,20,"""fizzda""",7365,"""All""",1785,false
76,"""thonk""",18,82,"""krangly""",2915,"""Some""",2262,true
76,"""slarm""",89,11,"""briddle""",3143,"""None""",1530,false
76,"""klong""",38,62,"""nooty""",3217,"""All""",1792,false
76,"""dring""",72,28,"""larfy""",2334,"""None""",1653,false
76,"""floom""",8,92,"""plerful""",2722,"""Some""",1396,true
76,"""blek""",46,54,"""orkital""",1523,"""None""",1081,false
76,"""tenk""",97,3,"""glurgy""",2255,"""All""",1106,false
76,"""isbant""","""97""","""3""","""unairs""",4528,"""Most""",1376,false
76,"""pluset""","""23""","""77""","""stubad""",1774,"""Many""",2334,true
76,"""mecket""","""14""","""86""","""plumry""",1621,"""Many""",1890,true
76,"""russer""","""98""","""2""","""huttle""",1792,"""Few""",1880,true
76,"""boddle""","""60""","""40""","""molill""",1595,"""More than half""",2307,false
76,"""werner""","""87""","""13""","""hurmer""",1461,"""Many""",2175,false
76,"""pengyl""","""20""","""80""","""sedest""",1073,"""Fewer than half""",2095,false
76,"""fleeve""","""86""","""14""","""scalfs""",1542,"""Few""",1462,true
76,"""isbant""","""53""","""47""","""unairs""",1447,"""Fewer than half""",1690,true
76,"""spunge""","""96""","""4""","""wenple""",1398,"""Many""",1477,false
76,"""kustle""","""24""","""76""","""reshix""",1401,"""More than half""",2332,true
76,"""padnet""","""91""","""9""","""fanely""",1910,"""Fewer than half""",1749,true
76,"""birler""","""82""","""18""","""enciad""",1287,"""Most""",1098,false
76,"""chadop""","""5""","""95""","""shaple""",1005,"""Fewer than half""",993,false
76,"""mecket""","""40""","""60""","""plumry""",1166,"""More than half""",1999,true
76,"""tecker""","""40""","""60""","""biller""",822,"""Many""",1250,true
76,"""chevel""","""64""","""36""","""podden""",1286,"""Fewer than half""",1264,true
76,"""schook""","""23""","""77""","""jabant""",1048,"""Most""",2558,true
76,"""birler""","""78""","""22""","""enciad""",1166,"""Many""",1325,false
76,"""fleeve""","""37""","""63""","""scalfs""",1211,"""Many""",1288,true
76,"""pirter""","""95""","""5""","""secent""",1110,"""Most""",1336,false
76,"""dorder""","""51""","""49""","""coggon""",1122,"""Fewer than half""",1943,true
76,"""awplor""","""82""","""18""","""fasees""",806,"""Most""",1727,false
76,"""puctor""","""83""","""17""","""recure""",864,"""More than half""",1328,false
76,"""chulks""","""8""","""92""","""vulhor""",1274,"""Few""",2723,false
76,"""werner""","""41""","""59""","""hurmer""",2188,"""More than half""",2257,true
76,"""puctor""","""87""","""13""","""recure""",1078,"""Few""",1871,true
76,"""hadder""","""35""","""65""","""ollidy""",946,"""More than half""",1572,true
76,"""gukbar""","""2""","""98""","""soarse""",763,"""More than half""",1194,true
76,"""cosutz""","""76""","""24""","""spover""",769,"""Many""",1012,false
76,"""cosutz""","""25""","""75""","""spover""",701,"""Fewer than half""",1073,false
76,"""padnet""","""32""","""68""","""fanely""",1110,"""Few""",1360,false
76,"""dorder""","""9""","""91""","""coggon""",946,"""Few""",1423,false
76,"""zetten""","""37""","""63""","""unfobs""",599,"""Most""",1873,true
76,"""russer""","""55""","""45""","""huttle""",1374,"""Most""",1362,false
76,"""tecker""","""84""","""16""","""biller""",648,"""Most""",1558,false
76,"""shamer""","""28""","""72""","""bloifs""",919,"""Fewer than half""",1147,false
76,"""menner""","""66""","""34""","""nandow""",715,"""More than half""",1158,false
76,"""beckel""","""43""","""57""","""racual""",991,"""More than half""",1254,true
76,"""mecket""","""7""","""93""","""plumry""",710,"""Most""",1561,true
76,"""cather""","""39""","""61""","""funder""",1178,"""Few""",1348,false
76,"""shamer""","""53""","""47""","""bloifs""",2794,"""Few""",1432,false
76,"""bemble""","""32""","""68""","""squank""",863,"""Many""",1545,true
76,"""monter""","""60""","""40""","""melelt""",4397,"""Few""",1030,false
76,"""chadop""","""1""","""99""","""shaple""",1011,"""More than half""",1260,true
76,"""hadder""","""24""","""76""","""ollidy""",938,"""Fewer than half""",1035,false
76,"""werner""","""20""","""80""","""hurmer""",853,"""Fewer than half""",1088,false
76,"""bemble""","""66""","""34""","""squank""",828,"""Fewer than half""",934,true
76,"""hadder""","""79""","""21""","""ollidy""",690,"""Many""",889,false
76,"""devole""","""99""","""1""","""sholly""",1280,"""Many""",1026,false
76,"""tecker""","""88""","""12""","""biller""",1206,"""Few""",1597,true
76,"""beckel""","""46""","""54""","""racual""",1214,"""Few""",1280,false
76,"""pobbit""","""64""","""36""","""spippy""",777,"""More than half""",1012,false
76,"""middor""","""84""","""16""","""drooty""",922,"""Few""",1056,true
76,"""ingell""","""39""","""61""","""nalill""",963,"""Many""",1319,true
76,"""tiklet""","""20""","""80""","""hullaw""",892,"""More than half""",923,true
76,"""isbant""","""97""","""3""","""unairs""",1212,"""Few""",153,true
76,"""sporer""","""64""","""36""","""firtly""",802,"""Many""",1458,false
76,"""strant""","""23""","""77""","""potind""",712,"""Most""",1623,true
76,"""coamin""","""27""","""73""","""mucond""",900,"""Few""",2196,false
76,"""shurry""","""99""","""1""","""preser""",840,"""Few""",1541,true
76,"""fleeve""","""25""","""75""","""scalfs""",942,"""Most""",1623,true
76,"""shrile""","""30""","""70""","""athoid""",589,"""More than half""",1832,true
76,"""bameta""","""75""","""25""","""unzast""",750,"""Most""",1202,false
76,"""boddle""","""61""","""39""","""molill""",1004,"""Many""",946,false
76,"""puggle""","""89""","""11""","""entand""",1084,"""Many""",1095,false
76,"""raster""","""42""","""58""","""movell""",842,"""Many""",850,true
76,"""tecker""","""65""","""35""","""biller""",632,"""Fewer than half""",1218,true
76,"""menner""","""97""","""3""","""nandow""",906,"""Many""",1459,false
76,"""coppar""","""95""","""5""","""hunene""",1107,"""Fewer than half""",1323,true
76,"""awplor""","""54""","""46""","""fasees""",673,"""Fewer than half""",1440,true
76,"""pluset""","""82""","""18""","""stubad""",838,"""More than half""",1445,false
76,"""boddle""","""79""","""21""","""molill""",664,"""Fewer than half""",1608,true
76,"""puctor""","""73""","""27""","""recure""",710,"""Most""",1729,false
76,"""zetten""","""20""","""80""","""unfobs""",625,"""More than half""",2468,true
76,"""clidge""","""26""","""74""","""hensly""",709,"""Most""",1534,true
76,"""bameta""","""81""","""19""","""unzast""",1123,"""Fewer than half""",1091,true
76,"""bemble""","""32""","""68""","""squank""",741,"""Few""",1293,false
76,"""ingell""","""67""","""33""","""nalill""",736,"""More than half""",1716,false
76,"""awplor""","""63""","""37""","""fasees""",749,"""Many""",1629,false
76,"""menner""","""55""","""45""","""nandow""",618,"""Fewer than half""",1381,true
76,"""bemble""","""60""","""40""","""squank""",671,"""More than half""",1111,false
76,"""tiklet""","""37""","""63""","""hullaw""",820,"""Most""",971,true
76,"""spunge""","""46""","""54""","""wenple""",728,"""More than half""",1319,true
76,"""spunge""","""49""","""51""","""wenple""",943,"""Fewer than half""",770,false
76,"""puggle""","""25""","""75""","""entand""",1204,"""Most""",2019,true
76,"""middor""","""18""","""82""","""drooty""",840,"""Most""",1563,true
76,"""shrile""","""51""","""49""","""athoid""",846,"""Few""",1691,false
76,"""coppar""","""2""","""98""","""hunene""",697,"""Many""",871,true
76,"""pliper""","""70""","""30""","""sesare""",1061,"""Few""",1031,true
76,"""umpond""","""65""","""35""","""marire""",872,"""Most""",1570,false
76,"""pengyl""","""22""","""78""","""sedest""",685,"""More than half""",942,true
76,"""tecker""","""84""","""16""","""biller""",684,"""More than half""",1091,false
76,"""menner""","""77""","""23""","""nandow""",1200,"""Few""",998,true
76,"""birler""","""63""","""37""","""enciad""",2493,"""Few""",794,true
76,"""sporer""","""79""","""21""","""firtly""",716,"""Most""",1151,false
76,"""pengyl""","""31""","""69""","""sedest""",807,"""Most""",799,true
76,"""gukbar""","""35""","""65""","""soarse""",834,"""Fewer than half""",1073,false
76,"""coppar""","""92""","""8""","""hunene""",778,"""Few""",1363,true
76,"""pliper""","""70""","""30""","""sesare""",662,"""More than half""",1487,false
76,"""puctor""","""92""","""8""","""recure""",770,"""Fewer than half""",1049,true
76,"""schook""","""12""","""88""","""jabant""",772,"""Fewer than half""",1012,false
76,"""strant""","""14""","""86""","""potind""",1354,"""Few""",1738,false
76,"""tiklet""","""45""","""55""","""hullaw""",802,"""Few""",1207,false
76,"""jallem""","""83""","""17""","""sildal""",821,"""Most""",937,false
76,"""pluset""","""74""","""26""","""stubad""",1166,"""Few""",1244,true
76,"""zetten""","""37""","""63""","""unfobs""",707,"""Few""",1375,false
76,"""raster""","""49""","""51""","""movell""",1446,"""Few""",1193,false
76,"""werner""","""75""","""25""","""hurmer""",911,"""Few""",966,true
76,"""ancits""","""35""","""65""","""smeath""",1357,"""More than half""",1966,true
76,"""kustle""","""45""","""55""","""reshix""",819,"""Most""",1067,true
76,"""beckel""","""46""","""54""","""racual""",801,"""Fewer than half""",1814,false
76,"""pobbit""","""22""","""78""","""spippy""",595,"""Many""",1538,true
76,"""chulks""","""68""","""32""","""vulhor""",1107,"""Many""",1358,false
76,"""clidge""","""30""","""70""","""hensly""",760,"""Fewer than half""",1038,false
76,"""menner""","""83""","""17""","""nandow""",919,"""Most""",1422,false
76,"""chulks""","""15""","""85""","""vulhor""",647,"""More than half""",1263,true
76,"""pliper""","""82""","""18""","""sesare""",972,"""Most""",956,false
76,"""shurry""","""17""","""83""","""preser""",763,"""Most""",1142,true
76,"""zetten""","""43""","""57""","""unfobs""",820,"""Fewer than half""",1221,false
76,"""bameta""","""97""","""3""","""unzast""",1636,"""More than half""",2080,true
76,"""mecket""","""45""","""55""","""plumry""",764,"""Few""",1002,false
76,"""cather""","""59""","""41""","""funder""",859,"""Most""",1166,false
76,"""sporer""","""74""","""26""","""firtly""",1007,"""Fewer than half""",955,true
76,"""spunge""","""5""","""95""","""wenple""",906,"""Most""",1016,true
76,"""cosutz""","""25""","""75""","""spover""",730,"""More than half""",1566,true
76,"""kustle""","""93""","""7""","""reshix""",735,"""Many""",1152,false
76,"""sporer""","""57""","""43""","""firtly""",822,"""More than half""",1875,false
76,"""gukbar""","""86""","""14""","""soarse""",868,"""Many""",2318,false
76,"""dorder""","""86""","""14""","""coggon""",788,"""More than half""",2332,false
76,"""chadop""","""1""","""99""","""shaple""",719,"""Most""",1655,true
76,"""pluset""","""64""","""36""","""stubad""",755,"""Fewer than half""",1039,true
76,"""hadder""","""95""","""5""","""ollidy""",725,"""Few""",1255,true
76,"""schook""","""68""","""32""","""jabant""",839,"""Many""",1111,false
76,"""pirter""","""22""","""78""","""secent""",748,"""Many""",1302,true
76,"""umpond""","""71""","""29""","""marire""",1103,"""Fewer than half""",1732,true
76,"""clidge""","""22""","""78""","""hensly""",964,"""More than half""",1389,true
76,"""schook""","""49""","""51""","""jabant""",1271,"""Few""",2093,false
76,"""middor""","""10""","""90""","""drooty""",969,"""Fewer than half""",2481,false
76,"""strant""","""37""","""63""","""potind""",627,"""More than half""",933,true
76,"""coamin""","""19""","""81""","""mucond""",774,"""Fewer than half""",1013,false
76,"""devole""","""86""","""14""","""sholly""",820,"""More than half""",1548,false
76,"""beckel""","""8""","""92""","""racual""",623,"""Most""",1548,true
76,"""awplor""","""66""","""34""","""fasees""",730,"""Few""",2208,true
76,"""devole""","""92""","""8""","""sholly""",1004,"""Most""",1716,false
76,"""pliper""","""41""","""59""","""sesare""",703,"""Many""",1460,true
76,"""beckel""","""81""","""19""","""racual""",774,"""Many""",1246,false
76,"""strant""","""9""","""91""","""potind""",769,"""Fewer than half""",1313,false
76,"""cather""","""83""","""17""","""funder""",696,"""Many""",1238,false
76,"""shrile""","""11""","""89""","""athoid""",593,"""Most""",887,true
76,"""pliper""","""75""","""25""","""sesare""",649,"""Fewer than half""",841,true
76,"""werner""","""21""","""79""","""hurmer""",691,"""Most""",840,true
76,"""jallem""","""90""","""10""","""sildal""",686,"""Few""",947,true
76,"""shamer""","""90""","""10""","""bloifs""",680,"""Many""",951,false
76,"""devole""","""97""","""3""","""sholly""",796,"""Few""",1527,true
76,"""schook""","""42""","""58""","""jabant""",754,"""More than half""",1456,true
76,"""puggle""","""36""","""64""","""entand""",965,"""Fewer than half""",1351,false
76,"""pengyl""","""52""","""48""","""sedest""",1002,"""Many""",1256,false
76,"""birler""","""78""","""22""","""enciad""",690,"""Fewer than half""",897,true
76,"""padnet""","""82""","""18""","""fanely""",691,"""Most""",1088,false
76,"""coppar""","""55""","""45""","""hunene""",981,"""More than half""",1190,false
76,"""tiklet""","""37""","""63""","""hullaw""",668,"""Fewer than half""",1912,false
76,"""middor""","""74""","""26""","""drooty""",692,"""Many""",1311,false
76,"""umpond""","""97""","""3""","""marire""",676,"""More than half""",1594,false
76,"""russer""","""16""","""84""","""huttle""",822,"""Many""",1001,true
76,"""kustle""","""35""","""65""","""reshix""",859,"""Fewer than half""",969,false
76,"""monter""","""1""","""99""","""melelt""",637,"""Many""",825,true
76,"""shamer""","""13""","""87""","""bloifs""",650,"""Most""",697,true
76,"""boddle""","""97""","""3""","""molill""",711,"""Few""",697,false
76,"""monter""","""21""","""79""","""melelt""",1186,"""More than half""",2535,true
76,"""ancits""","""19""","""81""","""smeath""",1082,"""Few""",1094,false
76,"""dorder""","""83""","""17""","""coggon""",849,"""Most""",976,false
76,"""boddle""","""73""","""27""","""molill""",1245,"""Most""",994,false
76,"""raster""","""74""","""26""","""movell""",734,"""Most""",808,false
76,"""middor""","""16""","""84""","""drooty""",859,"""More than half""",1055,true
76,"""zetten""","""91""","""9""","""unfobs""",810,"""Many""",1181,false
76,"""isbant""","""53""","""47""","""unairs""",1456,"""Many""",1060,false
76,"""bameta""","""32""","""68""","""unzast""",1216,"""Many""",915,true
76,"""ingell""","""51""","""49""","""nalill""",842,"""Most""",999,false
76,"""pirter""","""8""","""92""","""secent""",1725,"""Few""",1026,false
76,"""pobbit""","""46""","""54""","""spippy""",975,"""Few""",1437,false
76,"""pengyl""","""81""","""19""","""sedest""",905,"""Few""",808,true
76,"""mecket""","""5""","""95""","""plumry""",823,"""Fewer than half""",998,false
76,"""fleeve""","""27""","""73""","""scalfs""",813,"""Fewer than half""",722,false
76,"""strant""","""81""","""19""","""potind""",906,"""Many""",929,false
76,"""chulks""","""40""","""60""","""vulhor""",938,"""Most""",924,true
76,"""jallem""","""57""","""43""","""sildal""",848,"""Many""",948,false
76,"""fleeve""","""34""","""66""","""scalfs""",679,"""More than half""",867,true
76,"""shamer""","""15""","""85""","""bloifs""",712,"""More than half""",864,true
76,"""chevel""","""85""","""15""","""podden""",838,"""Few""",930,true
76,"""chevel""","""95""","""5""","""podden""",765,"""Many""",850,false
76,"""spunge""","""51""","""49""","""wenple""",2099,"""Few""",885,false
76,"""sporer""","""21""","""79""","""firtly""",962,"""Few""",921,false
76,"""chevel""","""68""","""32""","""podden""",805,"""More than half""",1208,false
76,"""umpond""","""17""","""83""","""marire""",795,"""Few""",1012,false
76,"""hadder""","""9""","""91""","""ollidy""",622,"""Most""",963,true
76,"""russer""","""75""","""25""","""huttle""",1194,"""Fewer than half""",849,true
76,"""coamin""","""38""","""62""","""mucond""",730,"""More than half""",701,true
76,"""chadop""","""70""","""30""","""shaple""",1283,"""Few""",1008,true
76,"""bameta""","""51""","""49""","""unzast""",1105,"""Few""",1719,false
76,"""chadop""","""25""","""75""","""shaple""",1345,"""Many""",821,true
76,"""gukbar""","""99""","""1""","""soarse""",1547,"""Few""",1665,true
76,"""gukbar""","""17""","""83""","""soarse""",903,"""Most""",1273,true
76,"""coamin""","""29""","""71""","""mucond""",826,"""Most""",1259,true
76,"""pirter""","""93""","""7""","""secent""",949,"""Fewer than half""",1072,true
76,"""umpond""","""82""","""18""","""marire""",661,"""Many""",1204,false
76,"""puggle""","""16""","""84""","""entand""",779,"""More than half""",1095,true
76,"""ancits""","""26""","""74""","""smeath""",611,"""Most""",989,true
76,"""padnet""","""76""","""24""","""fanely""",699,"""Many""",952,false
76,"""jallem""","""95""","""5""","""sildal""",682,"""More than half""",1097,false
76,"""pirter""","""69""","""31""","""secent""",870,"""More than half""",1073,false
76,"""dorder""","""65""","""35""","""coggon""",944,"""Many""",1034,false
76,"""monter""","""10""","""90""","""melelt""",802,"""Most""",1186,true
76,"""puctor""","""26""","""74""","""recure""",631,"""Many""",987,true
76,"""tiklet""","""2""","""98""","""hullaw""",521,"""Many""",773,true
76,"""padnet""","""96""","""4""","""fanely""",700,"""More than half""",1005,false
76,"""coppar""","""57""","""43""","""hunene""",874,"""Most""",831,false
76,"""puggle""","""45""","""55""","""entand""",1332,"""Few""",1386,false
76,"""shurry""","""32""","""68""","""preser""",782,"""Fewer than half""",1270,false
76,"""bemble""","""66""","""34""","""squank""",1390,"""Most""",792,false
76,"""raster""","""75""","""25""","""movell""",1759,"""Fewer than half""",845,true
76,"""pobbit""","""87""","""13""","""spippy""",738,"""Most""",979,false
76,"""ingell""","""32""","""68""","""nalill""",797,"""Few""",1623,false
76,"""kustle""","""42""","""58""","""reshix""",917,"""Few""",814,false
76,"""devole""","""64""","""36""","""sholly""",877,"""Fewer than half""",1040,true
76,"""birler""","""94""","""6""","""enciad""",796,"""More than half""",1232,false
76,"""ancits""","""73""","""27""","""smeath""",725,"""Many""",924,false
76,"""ingell""","""56""","""44""","""nalill""",983,"""Fewer than half""",983,true
76,"""isbant""","""92""","""8""","""unairs""",759,"""More than half""",966,false
76,"""monter""","""39""","""61""","""melelt""",1010,"""Fewer than half""",972,false
76,"""shurry""","""99""","""1""","""preser""",963,"""Many""",1022,false
76,"""coamin""","""82""","""18""","""mucond""",928,"""Many""",1075,false
76,"""awplor""","""66""","""34""","""fasees""",787,"""More than half""",948,false
76,"""pluset""","""52""","""48""","""stubad""",777,"""Most""",1460,false
76,"""cather""","""85""","""15""","""funder""",748,"""Fewer than half""",1057,true
76,"""cosutz""","""10""","""90""","""spover""",871,"""Most""",1250,true
76,"""cosutz""","""52""","""48""","""spover""",819,"""Few""",1121,false
76,"""shrile""","""34""","""66""","""athoid""",1032,"""Many""",1060,true
76,"""chulks""","""13""","""87""","""vulhor""",760,"""Fewer than half""",1170,false
76,"""shurry""","""29""","""71""","""preser""",779,"""More than half""",838,true
76,"""cather""","""60""","""40""","""funder""",776,"""More than half""",993,false
76,"""pobbit""","""63""","""37""","""spippy""",1047,"""Fewer than half""",826,true
76,"""shrile""","""21""","""79""","""athoid""",4095,"""Fewer than half""",201,false
76,"""clidge""","""96""","""4""","""hensly""",881,"""Many""",1092,false
76,"""clidge""","""89""","""11""","""hensly""",774,"""Few""",975,true
