workerid,A,B,read_time_two_and_decision,percent,nondecision_time,quant,read_time_one,response
4,"""tiklet""","""hullaw""",697,63,48,"""Few""",472,"""False"""
4,"""russer""","""huttle""",1047,89,192,"""Many""",632,"""False"""
4,"""shurry""","""preser""",984,47,784,"""Many""",688,"""False"""
4,"""ancits""","""smeath""",976,67,47,"""Most""",473,"""True"""
4,"""isbant""","""unairs""",665,90,56,"""Many""",600,"""True"""
4,"""puggle""","""entand""",696,38,152,"""Fewer than half""",721,"""False"""
4,"""chadop""","""shaple""",88,8,648,"""Few""",640,"""False"""
4,"""coppar""","""hunene""",1504,47,128,"""Few""",432,"""False"""
4,"""pliper""","""sesare""",712,47,104,"""Few""",816,"""False"""
4,"""padnet""","""fanely""",455,85,73,"""Most""",664,"""True"""
4,"""gukbar""","""soarse""",760,9,104,"""Most""",568,"""False"""
4,"""awplor""","""fasees""",807,82,104,"""Most""",615,"""True"""
4,"""pengyl""","""sedest""",728,48,88,"""Most""",736,"""False"""
4,"""chadop""","""shaple""",800,78,136,"""Fewer than half""",640,"""False"""
4,"""padnet""","""fanely""",800,96,72,"""Many""",664,"""False"""
4,"""boddle""","""molill""",712,20,144,"""Few""",760,"""True"""
4,"""chulks""","""vulhor""",672,78,64,"""Most""",656,"""True"""
4,"""chulks""","""vulhor""",641,16,336,"""Few""",735,"""True"""
4,"""dorder""","""coggon""",840,56,96,"""Most""",727,"""True"""
4,"""shurry""","""preser""",616,83,145,"""Fewer than half""",992,"""False"""
4,"""clidge""","""hensly""",769,67,120,"""Few""",641,"""False"""
4,"""shamer""","""bloifs""",583,61,73,"""Most""",704,"""True"""
4,"""werner""","""hurmer""",623,51,121,"""Fewer than half""",776,"""False"""
4,"""pengyl""","""sedest""",777,19,520,"""Few""",665,"""True"""
4,"""shrile""","""athoid""",639,33,121,"""Fewer than half""",728,"""True"""
4,"""birler""","""enciad""",767,63,125,"""Most""",664,"""True"""
4,"""zetten""","""unfobs""",721,99,40,"""Most""",664,"""True"""
4,"""umpond""","""marire""",664,61,112,"""Most""",351,"""True"""
4,"""bemble""","""squank""",832,66,82,"""Most""",696,"""True"""
4,"""pluset""","""stubad""",648,79,112,"""Most""",695,"""True"""
4,"""bameta""","""unzast""",688,21,152,"""More than half""",928,"""False"""
4,"""schook""","""jabant""",687,60,89,"""Fewer than half""",704,"""False"""
4,"""pobbit""","""spippy""",936,49,104,"""Fewer than half""",640,"""False"""
4,"""umpond""","""marire""",801,62,88,"""More than half""",840,"""True"""
4,"""bemble""","""squank""",728,53,824,"""Few""",783,"""False"""
4,"""shamer""","""bloifs""",752,62,104,"""More than half""",633,"""True"""
4,"""pliper""","""sesare""",1440,64,352,"""Many""",592,"""True"""
4,"""hadder""","""ollidy""",640,74,64,"""Fewer than half""",4769,"""False"""
4,"""pobbit""","""spippy""",824,82,80,"""Few""",592,"""False"""
4,"""awplor""","""fasees""",640,83,112,"""Fewer than half""",713,"""False"""
4,"""isbant""","""unairs""",744,25,88,"""Most""",600,"""False"""
4,"""coamin""","""mucond""",728,85,79,"""Few""",688,"""False"""
4,"""spunge""","""wenple""",760,28,200,"""Fewer than half""",744,"""True"""
4,"""shrile""","""athoid""",705,43,87,"""Few""",728,"""True"""
4,"""shamer""","""bloifs""",745,37,80,"""Fewer than half""",832,"""True"""
4,"""ingell""","""nalill""",761,21,152,"""Many""",649,"""True"""
4,"""devole""","""sholly""",688,4,104,"""Many""",761,"""False"""
4,"""strant""","""potind""",777,9,88,"""More than half""",713,"""False"""
4,"""jallem""","""sildal""",921,72,72,"""Many""",705,"""False"""
4,"""chulks""","""vulhor""",695,43,129,"""More than half""",761,"""False"""
4,"""chevel""","""podden""",784,61,104,"""Many""",736,"""True"""
4,"""ingell""","""nalill""",1073,24,80,"""Fewer than half""",952,"""True"""
4,"""kustle""","""reshix""",960,17,88,"""Many""",704,"""False"""
4,"""awplor""","""fasees""",944,62,64,"""More than half""",775,"""True"""
4,"""shamer""","""bloifs""",824,95,113,"""Many""",896,"""True"""
4,"""hadder""","""ollidy""",944,53,48,"""Few""",696,"""False"""
4,"""werner""","""hurmer""",656,44,72,"""Few""",599,"""False"""
4,"""beckel""","""racual""",809,70,64,"""Few""",688,"""False"""
4,"""bemble""","""squank""",545,69,120,"""More than half""",696,"""True"""
4,"""tiklet""","""hullaw""",1496,27,32,"""Most""",680,"""False"""
4,"""pirter""","""secent""",689,38,80,"""More than half""",672,"""False"""
4,"""strant""","""potind""",728,38,55,"""Few""",696,"""False"""
4,"""pluset""","""stubad""",856,57,88,"""Many""",767,"""True"""
4,"""menner""","""nandow""",823,44,96,"""Most""",704,"""False"""
4,"""schook""","""jabant""",809,89,72,"""Many""",752,"""True"""
4,"""pirter""","""secent""",712,97,40,"""Fewer than half""",864,"""False"""
4,"""gukbar""","""soarse""",797,9,86,"""Fewer than half""",880,"""True"""
4,"""umpond""","""marire""",1024,82,72,"""Fewer than half""",784,"""True"""
4,"""devole""","""sholly""",1072,80,88,"""Fewer than half""",1016,"""False"""
4,"""sporer""","""firtly""",1889,45,8,"""Most""",800,"""False"""
4,"""puctor""","""recure""",704,88,72,"""More than half""",671,"""True"""
4,"""dorder""","""coggon""",929,44,23,"""More than half""",800,"""False"""
4,"""zetten""","""unfobs""",1240,98,96,"""Many""",744,"""False"""
4,"""chadop""","""shaple""",809,9,48,"""Most""",880,"""False"""
4,"""tiklet""","""hullaw""",656,92,56,"""Fewer than half""",753,"""False"""
4,"""tecker""","""biller""",584,68,201,"""Fewer than half""",768,"""True"""
4,"""strant""","""potind""",857,55,16,"""Most""",568,"""True"""
4,"""chevel""","""podden""",807,20,32,"""Most""",735,"""False"""
4,"""cather""","""funder""",711,25,41,"""Many""",768,"""False"""
4,"""russer""","""huttle""",728,19,80,"""More than half""",832,"""False"""
4,"""monter""","""melelt""",801,34,80,"""Most""",761,"""False"""
4,"""awplor""","""fasees""",824,13,56,"""Many""",816,"""False"""
4,"""schook""","""jabant""",704,97,32,"""Most""",816,"""True"""
4,"""werner""","""hurmer""",688,87,112,"""Most""",871,"""True"""
4,"""russer""","""huttle""",729,29,48,"""Most""",737,"""False"""
4,"""beckel""","""racual""",800,42,48,"""Many""",783,"""False"""
4,"""clidge""","""hensly""",848,85,72,"""Many""",944,"""True"""
4,"""hadder""","""ollidy""",857,18,112,"""Many""",776,"""False"""
4,"""russer""","""huttle""",744,46,128,"""Few""",817,"""True"""
4,"""isbant""","""unairs""",768,11,144,"""Fewer than half""",639,"""True"""
4,"""pobbit""","""spippy""",904,46,136,"""Most""",808,"""False"""
4,"""birler""","""enciad""",792,61,80,"""Many""",849,"""True"""
4,"""padnet""","""fanely""",952,76,496,"""More than half""",2919,"""True"""
4,"""chadop""","""shaple""",840,69,87,"""Many""",712,"""True"""
4,"""tecker""","""biller""",1911,34,57,"""Most""",887,"""False"""
4,"""isbant""","""unairs""",1000,17,120,"""More than half""",584,"""False"""
4,"""coamin""","""mucond""",1248,37,48,"""Most""",840,"""False"""
4,"""fleeve""","""scalfs""",641,19,56,"""Most""",1208,"""False"""
4,"""monter""","""melelt""",832,90,112,"""Many""",873,"""True"""
4,"""fleeve""","""scalfs""",968,51,88,"""Many""",736,"""True"""
4,"""pirter""","""secent""",704,9,128,"""Many""",736,"""False"""
4,"""middor""","""drooty""",712,1,96,"""Fewer than half""",1384,"""False"""
4,"""werner""","""hurmer""",736,36,160,"""More than half""",1192,"""False"""
4,"""puctor""","""recure""",1000,59,72,"""Many""",745,"""True"""
4,"""bameta""","""unzast""",880,62,39,"""Fewer than half""",760,"""False"""
4,"""sporer""","""firtly""",840,37,96,"""Few""",673,"""True"""
4,"""shamer""","""bloifs""",696,64,95,"""Few""",768,"""False"""
4,"""awplor""","""fasees""",936,11,79,"""Few""",832,"""True"""
4,"""coamin""","""mucond""",729,51,96,"""Fewer than half""",791,"""False"""
4,"""ancits""","""smeath""",808,40,128,"""Few""",808,"""True"""
4,"""jallem""","""sildal""",752,70,124,"""More than half""",760,"""True"""
4,"""padnet""","""fanely""",705,64,159,"""Few""",744,"""False"""
4,"""middor""","""drooty""",1384,9,152,"""Most""",776,"""False"""
4,"""middor""","""drooty""",888,86,47,"""Many""",744,"""True"""
4,"""cosutz""","""spover""",848,66,80,"""Many""",815,"""True"""
4,"""russer""","""huttle""",992,44,368,"""Fewer than half""",761,"""True"""
4,"""beckel""","""racual""",935,27,136,"""Most""",712,"""False"""
4,"""pirter""","""secent""",847,19,97,"""Most""",847,"""False"""
4,"""spunge""","""wenple""",927,91,320,"""Many""",767,"""True"""
4,"""zetten""","""unfobs""",896,13,80,"""Fewer than half""",832,"""True"""
4,"""ingell""","""nalill""",1538,71,110,"""More than half""",904,"""True"""
4,"""raster""","""movell""",640,40,184,"""More than half""",752,"""False"""
5,"""glerb""","""fizzda""",5631,20,520,"""All""",1088,"""True"""
5,"""thonk""","""krangly""",166,82,5651,"""Some""",1464,"""True"""
5,"""slarm""","""briddle""",175,11,2871,"""None""",1303,"""False"""
5,"""klong""","""nooty""",201,62,2048,"""All""",1263,"""False"""
5,"""shurry""","""preser""",175,63,1721,"""Few""",55,"""False"""
5,"""bemble""","""squank""",151,95,2434,"""More than half""",1942,"""True"""
5,"""middor""","""drooty""",200,51,2328,"""Many""",1551,"""True"""
5,"""strant""","""potind""",182,26,2314,"""Fewer than half""",1960,"""True"""
5,"""pirter""","""secent""",209,91,2122,"""More than half""",1792,"""True"""
5,"""jallem""","""sildal""",224,83,1737,"""More than half""",2080,"""True"""
5,"""puggle""","""entand""",199,47,2161,"""Fewer than half""",2367,"""True"""
5,"""bameta""","""unzast""",175,34,2592,"""More than half""",1872,"""False"""
5,"""padnet""","""fanely""",207,88,1986,"""Most""",1687,"""True"""
5,"""isbant""","""unairs""",215,13,4345,"""Fewer than half""",1983,"""True"""
5,"""tiklet""","""hullaw""",225,21,1281,"""Most""",1927,"""False"""
5,"""shamer""","""bloifs""",209,52,1464,"""Most""",1392,"""False"""
5,"""schook""","""jabant""",183,93,1809,"""Most""",1943,"""True"""
5,"""dorder""","""coggon""",185,21,1504,"""More than half""",1470,"""False"""
5,"""strant""","""potind""",184,74,1361,"""More than half""",1431,"""True"""
5,"""bemble""","""squank""",216,30,1715,"""Many""",1375,"""False"""
5,"""cather""","""funder""",200,39,2193,"""Few""",1792,"""True"""
5,"""ingell""","""nalill""",142,7,1714,"""Few""",1544,"""True"""
5,"""clidge""","""hensly""",175,11,1104,"""Many""",1431,"""False"""
5,"""hadder""","""ollidy""",192,69,1880,"""More than half""",2174,"""True"""
5,"""ingell""","""nalill""",192,5,2073,"""Fewer than half""",1351,"""False"""
5,"""schook""","""jabant""",214,64,1449,"""More than half""",1487,"""True"""
5,"""gukbar""","""soarse""",151,51,1497,"""Fewer than half""",1623,"""False"""
5,"""clidge""","""hensly""",199,79,1153,"""Few""",1639,"""False"""
5,"""dorder""","""coggon""",175,99,1513,"""Most""",1351,"""True"""
5,"""kustle""","""reshix""",376,90,921,"""Few""",207,"""False"""
5,"""cosutz""","""spover""",215,5,1051,"""Most""",1056,"""False"""
5,"""monter""","""melelt""",143,36,1122,"""More than half""",2032,"""False"""
5,"""beckel""","""racual""",198,19,1568,"""Fewer than half""",1552,"""True"""
5,"""tecker""","""biller""",175,11,1571,"""Few""",2033,"""True"""
5,"""pobbit""","""spippy""",184,41,818,"""Most""",1703,"""False"""
5,"""puggle""","""entand""",168,77,1288,"""Few""",1552,"""False"""
5,"""mecket""","""plumry""",159,11,1225,"""More than half""",1575,"""False"""
5,"""raster""","""movell""",160,70,1138,"""Fewer than half""",1727,"""False"""
5,"""menner""","""nandow""",199,56,1409,"""Few""",1887,"""False"""
5,"""monter""","""melelt""",128,36,1394,"""Most""",1808,"""False"""
5,"""fleeve""","""scalfs""",143,66,930,"""Many""",1808,"""True"""
5,"""kustle""","""reshix""",159,44,1312,"""Most""",1696,"""False"""
5,"""puctor""","""recure""",175,93,1801,"""More than half""",1622,"""True"""
5,"""hadder""","""ollidy""",177,9,688,"""Most""",1504,"""False"""
5,"""isbant""","""unairs""",206,71,826,"""More than half""",1455,"""True"""
5,"""birler""","""enciad""",168,22,672,"""More than half""",1351,"""False"""
5,"""coppar""","""hunene""",184,70,976,"""Many""",1575,"""True"""
5,"""schook""","""jabant""",136,53,1768,"""Fewer than half""",1327,"""False"""
5,"""coppar""","""hunene""",151,98,1881,"""More than half""",1334,"""True"""
5,"""jallem""","""sildal""",200,55,1432,"""Most""",1367,"""True"""
5,"""sporer""","""firtly""",199,51,1153,"""Fewer than half""",1711,"""False"""
5,"""boddle""","""molill""",135,74,1010,"""Fewer than half""",1758,"""False"""
5,"""birler""","""enciad""",199,15,1577,"""Few""",1438,"""True"""
5,"""beckel""","""racual""",143,6,1553,"""Most""",2239,"""False"""
5,"""clidge""","""hensly""",199,41,2937,"""Fewer than half""",183,"""False"""
5,"""tecker""","""biller""",200,14,864,"""Most""",1968,"""False"""
5,"""sporer""","""firtly""",161,62,720,"""Many""",1382,"""True"""
5,"""coamin""","""mucond""",161,66,631,"""Most""",1639,"""True"""
5,"""gukbar""","""soarse""",191,11,553,"""Most""",2102,"""False"""
5,"""hadder""","""ollidy""",159,84,1265,"""Many""",2503,"""True"""
5,"""birler""","""enciad""",200,79,712,"""Fewer than half""",1783,"""False"""
5,"""shamer""","""bloifs""",199,51,760,"""Fewer than half""",1896,"""False"""
5,"""chevel""","""podden""",199,92,696,"""Fewer than half""",1960,"""False"""
5,"""coppar""","""hunene""",176,90,1353,"""Fewer than half""",2225,"""False"""
5,"""bameta""","""unzast""",200,43,1210,"""Few""",1775,"""False"""
5,"""jallem""","""sildal""",192,88,521,"""Few""",1624,"""False"""
5,"""gukbar""","""soarse""",184,9,897,"""Few""",1591,"""True"""
5,"""chadop""","""shaple""",207,17,617,"""More than half""",2583,"""False"""
5,"""isbant""","""unairs""",159,88,1145,"""Few""",1831,"""False"""
5,"""fleeve""","""scalfs""",175,94,777,"""Few""",1927,"""False"""
5,"""dorder""","""coggon""",208,87,641,"""Many""",2062,"""True"""
5,"""shurry""","""preser""",175,8,1458,"""Fewer than half""",1934,"""False"""
5,"""beckel""","""racual""",192,75,1016,"""Few""",1806,"""False"""
5,"""cosutz""","""spover""",160,5,1144,"""Few""",3015,"""True"""
5,"""puggle""","""entand""",198,63,1577,"""More than half""",176,"""True"""
5,"""pirter""","""secent""",222,45,905,"""Many""",1848,"""False"""
5,"""clidge""","""hensly""",191,41,497,"""Most""",1760,"""False"""
5,"""pluset""","""stubad""",144,54,1793,"""Many""",1543,"""True"""
5,"""shamer""","""bloifs""",152,48,1184,"""Many""",1631,"""True"""
5,"""ancits""","""smeath""",151,95,616,"""Few""",1808,"""False"""
5,"""cosutz""","""spover""",152,31,1209,"""Fewer than half""",1991,"""True"""
5,"""middor""","""drooty""",160,30,640,"""More than half""",3134,"""False"""
5,"""raster""","""movell""",207,51,1193,"""Most""",1510,"""True"""
5,"""zetten""","""unfobs""",184,59,631,"""More than half""",2431,"""True"""
5,"""pengyl""","""sedest""",191,71,817,"""Many""",2350,"""True"""
5,"""jallem""","""sildal""",239,47,1386,"""Many""",1925,"""False"""
5,"""menner""","""nandow""",184,14,657,"""More than half""",1648,"""False"""
5,"""pluset""","""stubad""",230,32,688,"""Most""",1816,"""False"""
5,"""ancits""","""smeath""",247,68,1857,"""Many""",2360,"""True"""
5,"""devole""","""sholly""",215,87,825,"""Many""",1455,"""True"""
5,"""beckel""","""racual""",159,99,873,"""More than half""",1614,"""True"""
5,"""zetten""","""unfobs""",152,32,1609,"""Few""",1424,"""True"""
5,"""chulks""","""vulhor""",208,37,1155,"""Few""",2279,"""True"""
5,"""coamin""","""mucond""",167,59,778,"""Fewer than half""",2512,"""True"""
5,"""shurry""","""preser""",177,11,561,"""Many""",1631,"""False"""
5,"""coppar""","""hunene""",167,87,418,"""Most""",1542,"""True"""
5,"""cather""","""funder""",239,90,696,"""Many""",1919,"""True"""
5,"""boddle""","""molill""",161,90,720,"""Most""",1655,"""True"""
5,"""chadop""","""shaple""",169,76,512,"""Fewer than half""",1592,"""False"""
5,"""puctor""","""recure""",160,48,1281,"""Fewer than half""",2334,"""True"""
5,"""coppar""","""hunene""",209,99,831,"""Few""",1791,"""False"""
5,"""chevel""","""podden""",190,52,953,"""Few""",1664,"""False"""
5,"""padnet""","""fanely""",208,28,951,"""Few""",1415,"""True"""
5,"""shrile""","""athoid""",200,44,1656,"""Most""",1935,"""False"""
5,"""raster""","""movell""",224,61,464,"""More than half""",1968,"""True"""
5,"""tecker""","""biller""",152,30,1312,"""More than half""",2127,"""False"""
5,"""dorder""","""coggon""",191,94,1689,"""Fewer than half""",1544,"""False"""
5,"""monter""","""melelt""",197,18,1169,"""Fewer than half""",2856,"""True"""
5,"""isbant""","""unairs""",200,91,1417,"""Many""",1709,"""True"""
5,"""dorder""","""coggon""",152,52,720,"""Few""",1800,"""False"""
5,"""werner""","""hurmer""",175,77,840,"""More than half""",1663,"""True"""
5,"""chadop""","""shaple""",191,24,545,"""Most""",1551,"""False"""
5,"""chulks""","""vulhor""",176,52,879,"""Many""",2536,"""True"""
5,"""shrile""","""athoid""",1128,88,177,"""More than half""",222,"""False"""
5,"""coamin""","""mucond""",256,21,616,"""Many""",1440,"""False"""
5,"""boddle""","""molill""",248,58,417,"""More than half""",1895,"""True"""
5,"""spunge""","""wenple""",206,52,650,"""Many""",1576,"""True"""
5,"""chadop""","""shaple""",224,69,416,"""Few""",1280,"""False"""
5,"""ingell""","""nalill""",207,74,849,"""Many""",1551,"""True"""
5,"""zetten""","""unfobs""",184,32,480,"""Most""",2216,"""False"""
5,"""russer""","""huttle""",176,48,1384,"""Many""",1430,"""True"""
5,"""mecket""","""plumry""",208,1,736,"""Most""",1352,"""False"""
5,"""menner""","""nandow""",208,37,496,"""Most""",1487,"""False"""
5,"""spunge""","""wenple""",205,62,898,"""Most""",1647,"""True"""
5,"""cather""","""funder""",184,96,728,"""More than half""",1656,"""True"""
5,"""werner""","""hurmer""",249,36,1759,"""Most""",1630,"""False"""
5,"""tiklet""","""hullaw""",223,53,1185,"""Many""",239,"""True"""
5,"""ancits""","""smeath""",1104,78,153,"""More than half""",248,"""True"""
5,"""spunge""","""wenple""",182,34,810,"""More than half""",2272,"""False"""
5,"""shurry""","""preser""",208,32,616,"""Most""",1800,"""False"""
5,"""russer""","""huttle""",191,51,720,"""Most""",1599,"""True"""
5,"""chevel""","""podden""",182,14,617,"""Many""",1551,"""False"""
5,"""spunge""","""wenple""",240,8,1074,"""Few""",1768,"""True"""
5,"""pliper""","""sesare""",1098,91,231,"""Most""",2846,"""True"""
5,"""pliper""","""sesare""",224,18,848,"""Few""",1638,"""True"""
5,"""cosutz""","""spover""",192,98,538,"""More than half""",2168,"""True"""
5,"""boddle""","""molill""",199,98,1202,"""Many""",1767,"""True"""
5,"""middor""","""drooty""",768,16,168,"""Few""",1935,"""True"""
5,"""birler""","""enciad""",1344,45,224,"""Many""",1663,"""True"""
5,"""devole""","""sholly""",280,32,480,"""Few""",1639,"""True"""
5,"""shrile""","""athoid""",282,27,782,"""Many""",1968,"""False"""
5,"""chulks""","""vulhor""",695,6,178,"""Most""",2143,"""False"""
5,"""middor""","""drooty""",207,43,833,"""Most""",1208,"""False"""
5,"""shurry""","""preser""",873,42,191,"""More than half""",1840,"""False"""
5,"""tiklet""","""hullaw""",224,19,1728,"""Fewer than half""",1695,"""True"""
5,"""ingell""","""nalill""",824,85,184,"""Most""",1750,"""True"""
5,"""pluset""","""stubad""",1296,5,153,"""Few""",2055,"""True"""
5,"""umpond""","""marire""",208,61,1186,"""More than half""",2007,"""True"""
5,"""strant""","""potind""",1223,37,152,"""Many""",2056,"""True"""
5,"""pluset""","""stubad""",944,79,161,"""Fewer than half""",1584,"""False"""
5,"""tiklet""","""hullaw""",951,24,424,"""Few""",1888,"""True"""
5,"""coamin""","""mucond""",889,27,160,"""Few""",1359,"""True"""
5,"""birler""","""enciad""",1136,55,160,"""Most""",1446,"""True"""
5,"""cather""","""funder""",775,37,200,"""Fewer than half""",2080,"""True"""
5,"""kustle""","""reshix""",912,7,167,"""Many""",2112,"""True"""
5,"""mecket""","""plumry""",1944,40,183,"""Few""",1759,"""True"""
5,"""boddle""","""molill""",855,15,169,"""Few""",2038,"""True"""
5,"""werner""","""hurmer""",272,63,824,"""Few""",1872,"""False"""
5,"""shrile""","""athoid""",216,91,991,"""Fewer than half""",1623,"""False"""
5,"""fleeve""","""scalfs""",320,3,391,"""Most""",2536,"""False"""
5,"""fleeve""","""scalfs""",200,23,770,"""More than half""",1976,"""False"""
5,"""gukbar""","""soarse""",228,53,580,"""Many""",1520,"""True"""
5,"""monter""","""melelt""",208,94,401,"""Many""",1664,"""True"""
5,"""hadder""","""ollidy""",168,83,649,"""Fewer than half""",1775,"""False"""
5,"""devole""","""sholly""",416,37,369,"""Fewer than half""",1991,"""True"""
5,"""monter""","""melelt""",230,46,738,"""Few""",2183,"""True"""
5,"""strant""","""potind""",224,79,809,"""Few""",2213,"""False"""
5,"""puctor""","""recure""",216,84,544,"""Few""",1441,"""False"""
5,"""sporer""","""firtly""",200,99,408,"""More than half""",1744,"""True"""
5,"""awplor""","""fasees""",232,55,881,"""Few""",1959,"""False"""
5,"""chevel""","""podden""",208,1,520,"""More than half""",1630,"""False"""
5,"""padnet""","""fanely""",160,46,834,"""Fewer than half""",2255,"""True"""
5,"""umpond""","""marire""",1792,70,512,"""Many""",303,"""False"""
5,"""pirter""","""secent""",247,13,409,"""Most""",1813,"""False"""
5,"""devole""","""sholly""",160,38,521,"""More than half""",2817,"""False"""
5,"""beckel""","""racual""",176,84,569,"""Many""",1976,"""True"""
5,"""cosutz""","""spover""",200,88,576,"""Many""",1712,"""True"""
5,"""awplor""","""fasees""",256,1,857,"""More than half""",2007,"""False"""
5,"""pirter""","""secent""",792,28,224,"""Few""",2007,"""True"""
5,"""gukbar""","""soarse""",216,70,424,"""More than half""",2552,"""True"""
5,"""shamer""","""bloifs""",751,58,193,"""Few""",2560,"""False"""
5,"""chulks""","""vulhor""",215,94,447,"""More than half""",1743,"""True"""
5,"""pliper""","""sesare""",639,10,640,"""Fewer than half""",2943,"""True"""
5,"""menner""","""nandow""",815,8,200,"""Many""",1615,"""False"""
5,"""pluset""","""stubad""",839,26,514,"""More than half""",2310,"""False"""
5,"""awplor""","""fasees""",499,69,242,"""Fewer than half""",2009,"""False"""
5,"""shamer""","""bloifs""",224,90,761,"""More than half""",2015,"""True"""
5,"""ancits""","""smeath""",216,45,825,"""Most""",2655,"""False"""
5,"""pengyl""","""sedest""",824,51,240,"""Most""",1928,"""True"""
5,"""raster""","""movell""",1144,36,575,"""Few""",207,"""False"""
5,"""puctor""","""recure""",232,83,760,"""Many""",2295,"""True"""
5,"""fleeve""","""scalfs""",144,36,1250,"""Fewer than half""",1583,"""True"""
5,"""devole""","""sholly""",278,24,392,"""Most""",1663,"""False"""
5,"""schook""","""jabant""",680,24,193,"""Many""",1960,"""False"""
5,"""russer""","""huttle""",200,41,1298,"""Few""",2007,"""True"""
5,"""jallem""","""sildal""",1159,75,153,"""Fewer than half""",2094,"""False"""
5,"""umpond""","""marire""",223,45,681,"""Most""",1464,"""False"""
5,"""mecket""","""plumry""",216,30,496,"""Many""",1294,"""False"""
5,"""pengyl""","""sedest""",160,81,881,"""Fewer than half""",1416,"""False"""
5,"""ancits""","""smeath""",176,5,1440,"""Fewer than half""",2127,"""True"""
5,"""mecket""","""plumry""",128,30,528,"""Fewer than half""",1544,"""True"""
5,"""schook""","""jabant""",128,84,720,"""Few""",2320,"""False"""
5,"""raster""","""movell""",176,10,905,"""Many""",1926,"""False"""
5,"""umpond""","""marire""",135,57,913,"""Few""",2032,"""False"""
5,"""werner""","""hurmer""",193,53,551,"""Many""",1520,"""True"""
5,"""russer""","""huttle""",170,70,478,"""More than half""",1551,"""True"""
5,"""middor""","""drooty""",199,93,465,"""Fewer than half""",1980,"""False"""
5,"""strant""","""potind""",167,79,569,"""Most""",2063,"""True"""
5,"""clidge""","""hensly""",136,26,786,"""More than half""",1704,"""False"""
5,"""sporer""","""firtly""",160,9,664,"""Most""",1536,"""False"""
5,"""chulks""","""vulhor""",168,1,512,"""Fewer than half""",1584,"""False"""
5,"""pobbit""","""spippy""",208,32,384,"""More than half""",2456,"""False"""
5,"""tecker""","""biller""",193,38,615,"""Fewer than half""",1943,"""True"""
5,"""pobbit""","""spippy""",136,3,721,"""Fewer than half""",2575,"""False"""
5,"""awplor""","""fasees""",216,76,648,"""Many""",1551,"""True"""
5,"""pengyl""","""sedest""",216,77,552,"""Few""",1320,"""False"""
5,"""bemble""","""squank""",215,71,561,"""Most""",1735,"""True"""
5,"""tecker""","""biller""",166,13,592,"""Many""",1366,"""False"""
5,"""pliper""","""sesare""",207,79,465,"""More than half""",1799,"""True"""
5,"""bemble""","""squank""",167,52,1297,"""Fewer than half""",1638,"""False"""
5,"""pliper""","""sesare""",183,10,441,"""Many""",1319,"""False"""
5,"""padnet""","""fanely""",175,74,537,"""Many""",1415,"""True"""
5,"""puggle""","""entand""",231,67,992,"""Many""",1815,"""True"""
5,"""zetten""","""unfobs""",392,79,361,"""Many""",1864,"""True"""
5,"""umpond""","""marire""",168,54,568,"""Fewer than half""",3566,"""False"""
5,"""cather""","""funder""",247,37,400,"""Most""",2095,"""False"""
5,"""menner""","""nandow""",172,70,728,"""Fewer than half""",1647,"""False"""
5,"""kustle""","""reshix""",176,24,833,"""Fewer than half""",2199,"""True"""
5,"""sporer""","""firtly""",175,62,826,"""Few""",3457,"""False"""
5,"""awplor""","""fasees""",200,46,584,"""Most""",1488,"""False"""
5,"""bameta""","""unzast""",175,15,713,"""Many""",1174,"""False"""
5,"""bameta""","""unzast""",185,38,896,"""Most""",1584,"""True"""
5,"""ingell""","""nalill""",199,41,433,"""More than half""",1735,"""False"""
5,"""coamin""","""mucond""",240,34,353,"""More than half""",1999,"""False"""
5,"""hadder""","""ollidy""",184,23,520,"""Few""",2176,"""True"""
5,"""isbant""","""unairs""",231,8,490,"""Most""",1800,"""False"""
5,"""zetten""","""unfobs""",216,14,503,"""Fewer than half""",1905,"""True"""
5,"""werner""","""hurmer""",215,54,546,"""Fewer than half""",2760,"""False"""
5,"""kustle""","""reshix""",183,84,449,"""More than half""",2024,"""True"""
5,"""pobbit""","""spippy""",192,79,570,"""Few""",2664,"""False"""
5,"""bemble""","""squank""",201,33,439,"""Few""",1776,"""True"""
5,"""chevel""","""podden""",184,87,400,"""Most""",1295,"""True"""
5,"""pobbit""","""spippy""",183,25,793,"""Many""",3096,"""False"""
5,"""pengyl""","""sedest""",215,88,737,"""More than half""",1536,"""True"""
5,"""shrile""","""athoid""",177,71,480,"""Few""",1831,"""False"""
5,"""puggle""","""entand""",175,10,505,"""Most""",1750,"""False"""
5,"""chadop""","""shaple""",144,99,568,"""Many""",1671,"""True"""
5,"""pirter""","""secent""",175,21,361,"""Fewer than half""",1759,"""False"""
5,"""bameta""","""unzast""",151,19,609,"""Fewer than half""",1558,"""True"""
5,"""puctor""","""recure""",159,91,721,"""Most""",1559,"""True"""
5,"""russer""","""huttle""",145,19,1127,"""Fewer than half""",1904,"""True"""
5,"""padnet""","""fanely""",168,46,723,"""More than half""",1823,"""False"""
5,"""tiklet""","""hullaw""",152,60,536,"""More than half""",2592,"""True"""
5,"""spunge""","""wenple""",143,65,649,"""Fewer than half""",1623,"""False"""
6,"""glerb""","""fizzda""",72,20,3368,"""All""",9168,"""False"""
6,"""thonk""","""krangly""",39,82,6640,"""Some""",3040,"""False"""
6,"""slarm""","""briddle""",80,11,3296,"""None""",2384,"""False"""
6,"""klong""","""nooty""",55,62,1625,"""All""",2112,"""False"""
